experiment_id,run_id,seed,variant,downstream_capability,failure_scenario,failure_probability,concurrency,operation_id,attempt_id,service,tool_name,request_hash,measured,event_type,timestamp,duration_ms,result_status,http_status,final_state,replayed,reconciled,downstream_effect_id
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,7000,V0,C0,F6,0.0,50,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_06,agent-simulator,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,agent_attempt,1788605441.0642471,13.28,OK,200,NO_LEDGER,False,False,2b6e97db-907b-4496-a18b-55a3c90764e4
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,7000,V0,C0,F6,0.0,50,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_02,agent-simulator,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,agent_attempt,1788605441.05877,10.349,OK,200,NO_LEDGER,False,False,15e47286-6816-499e-a173-c88e9d2b1eb1
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,7000,V0,C0,F6,0.0,50,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_08,agent-simulator,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,agent_attempt,1788605441.064899,12.895,OK,200,NO_LEDGER,False,False,64545aab-fd88-425a-a6bc-a8af29688937
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,7000,V0,C0,F6,0.0,50,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_03,agent-simulator,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,agent_attempt,1788605441.061646,13.168,OK,200,NO_LEDGER,False,False,4ee4a068-271d-4431-ac37-2960317629f2
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,7000,V0,C0,F6,0.0,50,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_04,agent-simulator,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,agent_attempt,1788605441.05865,9.55,OK,200,NO_LEDGER,False,False,da9b9399-a6ad-4b93-91c4-a064640b9a4a
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,7000,V0,C0,F6,0.0,50,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_07,agent-simulator,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,agent_attempt,1788605441.059982,8.541,OK,200,NO_LEDGER,False,False,8afdb280-2883-489d-b8b1-5a9979e008e9
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,7000,V0,C0,F6,0.0,50,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_01,agent-simulator,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,agent_attempt,1788605440.706523,11.636,OK,200,NO_LEDGER,False,False,2be91e48-9254-486a-bb75-9da8756fdce5
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,7000,V0,C0,F6,0.0,50,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_09,agent-simulator,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,agent_attempt,1788605441.066379,12.946,OK,200,NO_LEDGER,False,False,cf625516-8ef8-4f27-96d5-ccc16def3d46
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,7000,V0,C0,F6,0.0,50,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_05,agent-simulator,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,agent_attempt,1788605441.0614522,10.893,OK,200,NO_LEDGER,False,False,90b1346e-6f1a-4456-bdc0-a01c694fc0ed
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,7000,V0,C0,F6,0.0,50,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_10,agent-simulator,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,agent_attempt,1788605441.4008808,7.711,OK,200,NO_LEDGER,False,False,f7e354cf-9b18-4b72-8952-fb7e15b78e91
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,,,,,,,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_01,order-service,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,downstream_execute,1788605440.702855,,OK,,,False,False,2be91e48-9254-486a-bb75-9da8756fdce5
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,,,,,,,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_04,order-service,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,downstream_execute,1788605441.054282,,OK,,,False,False,da9b9399-a6ad-4b93-91c4-a064640b9a4a
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_1788605430324,,,,,,,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000_ATTEMPT_02,order-service,create_order,e4683f8ff58f501fc8444a65d95b60fa38159c72f56f1b9fafef1dc706cfb21f,True,downstream_execute,1788605441.056821,,OK,,,False,False,15e47286-6816-499e-a173-c88e9d2b1eb1
