operation_id,tool_name,final_state,attempt_count,downstream_call_count,effect_count,replayed,reconciled,latency,recovery_latency,failure_scenario,result_status
CREATEORDER_V0_C0_F6_P0_C50_FAN10_S7000_OP_00001000,create_order,NO_LEDGER,10,10,10,False,False,110.969,0,F6,OK
