failure_scenario,variant,failure_probability,concurrency,metric,n,mean,median,std,Q1,Q3,IQR,min,max,CI_low,CI_high
F8,V4,0.01,50,P99,10,57.8981,56.703,9.25081404766329,52.54,65.966,13.425999999999995,44.224999999999994,71.554,52.1643860501457,63.6318139498543
F8,V4,0.05,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V4,0.05,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V4,0.05,10,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V4,0.05,10,UAR,10,0.050870000000000005,0.051699999999999996,0.0026356740651639343,0.0488,0.053,0.004199999999999995,0.0457,0.0535,0.049236392289712404,0.05250360771028761
F8,V4,0.05,10,RAF,10,1.2034800000000003,1.2067999999999999,0.010542696260655699,1.1952,1.212,0.016799999999999926,1.1828,1.214,1.19694556915885,1.2100144308411507
F8,V4,0.05,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V4,0.05,10,P95,10,20.5405,20.708,2.898310245259774,19.12,21.995,2.875,15.545,26.346999999999998,18.744108698798865,22.33689130120114
F8,V4,0.05,10,P99,10,32.7777,31.375,2.9775882130789455,30.995,36.227000000000004,5.232000000000003,30.162,37.941,30.932171705269557,34.623228294730445
F8,V4,0.05,50,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V4,0.05,50,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V4,0.05,50,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V4,0.05,50,UAR,10,0.0501,0.05015,0.0027426669907632283,0.0482,0.0508,0.002599999999999998,0.0462,0.0549,0.04840007738738233,0.05179992261261767
F8,V4,0.05,50,RAF,10,1.2004000000000001,1.2006000000000001,0.010970667963052908,1.1928,1.2032,0.010399999999999965,1.1848,1.2196,1.1936003095495296,1.2071996904504707
