failure_scenario,variant,failure_probability,concurrency,metric,n,mean,median,std,Q1,Q3,IQR,min,max,CI_low,CI_high
F8,V5,0.01,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.01,10,RSR,10,0.01048,0.0106,0.0011612254063894933,0.0096,0.0113,0.0017000000000000001,0.0085,0.0121,0.009760265036435093,0.011199734963564906
F8,V5,0.01,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.01,10,RAF,10,1.02096,1.0211999999999999,0.002322450812779005,1.0192,1.0226,0.0033999999999998476,1.017,1.0242,1.0195205300728702,1.02239946992713
F8,V5,0.01,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.01,10,P95,10,11.704900000000002,10.9825,1.3673000524147334,10.931,12.632,1.7010000000000005,10.821,14.873,10.857438647542361,12.552361352457643
F8,V5,0.01,10,P99,10,14.6166,13.7745,2.0970916474436154,13.46,15.735999999999999,2.275999999999998,12.898,19.909,13.316809130664817,15.916390869335183
F8,V5,0.01,50,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.01,50,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.01,50,RSR,10,0.009989999999999999,0.00975,0.0011298475806742943,0.0095,0.0102,0.000700000000000001,0.0086,0.0125,0.009289713214302723,0.010690286785697275
F8,V5,0.01,50,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.01,50,RAF,10,1.0199799999999999,1.0195,0.0022596951613485404,1.019,1.0204,0.0014000000000000679,1.0172,1.025,1.0185794264286054,1.0213805735713943
F8,V5,0.01,50,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.01,50,P95,10,43.69169999999999,47.973,9.854585667483834,44.647,49.119,4.472000000000001,19.016,49.265,37.583764523126064,49.79963547687392
F8,V5,0.01,50,P99,10,61.881299999999996,66.4015,15.376920671722424,59.693,68.39399999999999,8.700999999999993,25.436,80.064,52.35058582641564,71.41201417358435
F8,V5,0.05,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.05,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.05,10,RSR,10,0.05073,0.0504,0.0020155230917390495,0.0498,0.0522,0.0024000000000000063,0.0469,0.0541,0.049480765845274256,0.05197923415472574
F8,V5,0.05,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.05,10,RAF,10,1.1014599999999999,1.1008,0.0040310461834780825,1.0996,1.1044,0.0048000000000001375,1.0938,1.1082,1.0989615316905483,1.1039584683094514
F8,V5,0.05,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.05,10,P95,10,13.917600000000002,13.088000000000001,2.0520496636831727,12.561,14.676000000000002,2.115000000000002,12.017,18.115,12.64572644143182,15.189473558568183
F8,V5,0.05,10,P99,10,19.1271,17.6025,3.5026243002767057,16.661,20.861,4.199999999999999,16.204,26.418,16.956150966961324,21.298049033038673
F8,V5,0.05,50,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.05,50,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.05,50,RSR,10,0.04914,0.05035,0.0028488594208911045,0.0478,0.0508,0.0029999999999999957,0.0428,0.0525,0.04737425863728575,0.05090574136271426
F8,V5,0.05,50,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.05,50,RAF,10,1.09828,1.1007,0.005697718841782236,1.0956,1.1016,0.006000000000000005,1.0856,1.105,1.0947485172745715,1.1018114827254284
F8,V5,0.05,50,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.05,50,P95,10,38.2451,37.881,2.9911031576995155,36.699,39.398,2.699000000000005,33.477,44.830000000000005,36.39119505580896,40.099004944191044
F8,V5,0.05,50,P99,10,60.595499999999994,59.055499999999995,5.1145492089832425,58.57000000000001,62.105,3.5349999999999895,54.875,72.967,57.42546955774168,63.76553044225831
F8,V5,0.1,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.1,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.1,10,RSR,10,0.09913,0.10055,0.0029825604212935356,0.0962,0.101,0.004800000000000013,0.0948,0.1036,0.09728138989868965,0.10097861010131035
F8,V5,0.1,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.1,10,RAF,10,1.1982599999999999,1.2011,0.00596512084258708,1.1924,1.202,0.009600000000000053,1.1896,1.2072,1.1945627797973792,1.2019572202026205
F8,V5,0.1,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.1,10,P95,10,18.293400000000002,17.581,1.7302159274366753,17.415,17.931,0.5160000000000018,16.996,22.14,17.221001057778302,19.3657989422217
F8,V5,0.1,10,P99,10,23.850299999999997,23.110999999999997,2.3753951273653637,22.714,23.636000000000003,0.9220000000000041,21.028,28.522,22.378014846713295,25.3225851532867
F8,V5,0.1,50,DER,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.1,50,EOER,70,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.1,50,RSR,70,0.07146285714285713,0.09825,0.04560490429840033,0.0,0.1012,0.1012,0.0,0.1072,0.060779233019549725,0.08214648126616454
F8,V5,0.1,50,UAR,70,0.02838857142857143,0.0,0.045236046108107456,0.0,0.0964,0.0964,0.0,0.1054,0.017791357798181792,0.03898578505896107
F8,V5,0.1,50,RAF,70,1.2564800000000003,1.2035,0.09016619373553274,1.198,1.3856,0.1876,1.1866,1.4216,1.2353572339878909,1.2776027660121096
F8,V5,0.1,50,DAF,70,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.1,50,P95,70,42.86515714285714,32.489000000000004,24.172787841856636,26.726,53.45700000000001,26.73100000000001,23.442999999999998,166.56400000000002,37.202323654049444,48.52799063166484
F8,V5,0.1,50,P99,70,57.73965714285715,43.951,32.819744748976824,35.614999999999995,73.74499999999999,38.129999999999995,29.151999999999997,225.53,50.051145959351395,65.4281683263629
F8,V5,0.2,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.2,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.2,10,RSR,10,0.19939,0.20015,0.005688282302730373,0.1987,0.2013,0.002600000000000019,0.1898,0.2108,0.19586436610207156,0.20291563389792847
F8,V5,0.2,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.2,10,RAF,10,1.39878,1.4003,0.011376564605460765,1.3974,1.4026,0.0052000000000000934,1.3796,1.4216,1.391728732204143,1.4058312677958569
F8,V5,0.2,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.2,10,P95,10,25.916200000000003,25.7485,1.2500277152483015,25.293,26.512999999999998,1.2199999999999989,24.168000000000003,28.505000000000003,25.141424795169883,26.690975204830124
F8,V5,0.2,10,P99,10,34.624900000000004,34.5475,1.285344523637319,34.22,35.159,0.9390000000000001,32.965999999999994,37.552,33.82823521054726,35.421564789452745
F8,V5,0.2,50,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.2,50,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.2,50,RSR,10,0.20029,0.2,0.004013712606663424,0.199,0.2037,0.004699999999999982,0.1919,0.2066,0.19780227515276397,0.20277772484723602
F8,V5,0.2,50,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,V5,0.2,50,RAF,10,1.4005699999999999,1.4,0.008050679750458633,1.398,1.4074,0.009400000000000075,1.3837,1.4132,1.395580136994087,1.4055598630059127
F8,V5,0.2,50,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F8,V5,0.2,50,P95,10,18.578899999999997,17.4195,3.9726203345175364,16.805,18.627000000000002,1.8220000000000027,15.798000000000002,29.535,16.11664440690961,21.041155593090384
F8,V5,0.2,50,P99,10,24.7706,21.2335,11.160853095629482,20.624000000000002,23.182000000000002,2.558,18.921,56.303,17.85303158310488,31.688168416895124
F9,V4,0.01,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.01,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.01,10,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.01,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.01,10,RAF,10,1.01022,1.01045,0.0009519570485175627,1.0097,1.0109,0.0011999999999998678,1.0086,1.0112,1.0096299709084384,1.0108100290915614
F9,V4,0.01,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.01,10,P95,10,15.0149,13.704,2.9473676937603535,12.624,18.01,5.386000000000001,12.529,20.0,13.18810257720105,16.84169742279895
F9,V4,0.01,10,P99,10,17.767599999999998,16.05,4.06646071063168,14.414,20.947,6.5329999999999995,14.366,24.571,15.247181539208132,20.288018460791864
F9,V4,0.01,50,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.01,50,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.01,50,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.01,50,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.01,50,RAF,10,1.0099500000000001,1.01,0.0008540751983546057,1.0092,1.0107,0.0014999999999998348,1.0088,1.0113,1.0094206387077074,1.0104793612922929
F9,V4,0.01,50,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.01,50,P95,10,57.988,67.197,19.673496684061472,56.813,69.0,12.186999999999998,19.898,78.159,45.794240423964766,70.18175957603523
F9,V4,0.01,50,P99,10,73.6737,84.0965,22.87266093954867,70.492,85.57,15.077999999999989,24.101,100.234,59.49707787532283,87.85032212467716
F9,V4,0.05,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.05,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.05,10,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.05,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.05,10,RAF,10,1.05046,1.0504,0.002296954505426704,1.0486,1.0525,0.0039000000000000146,1.0473,1.0545,1.0490363328478889,1.051883667152111
F9,V4,0.05,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.05,10,P95,10,15.0264,14.196,2.9811590661650005,12.707,16.633000000000003,3.926000000000002,11.563,21.058,13.178658467596968,16.874141532403033
F9,V4,0.05,10,P99,10,18.419900000000002,17.311999999999998,4.203746753393533,15.102,20.97,5.8679999999999986,13.806,27.033,15.814390768336704,21.0254092316633
F9,V4,0.05,50,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.05,50,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.05,50,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.05,50,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.05,50,RAF,10,1.0503300000000002,1.0501,0.0017493173271625542,1.0491,1.0509,0.0018000000000000238,1.0477,1.0541,1.0492457618875708,1.0514142381124296
F9,V4,0.05,50,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.05,50,P95,10,55.7298,58.965,15.248041235224644,54.064,65.13,11.065999999999995,20.08,73.109,46.278966128742475,65.18063387125751
F9,V4,0.05,50,P99,10,75.894,79.10900000000001,19.520571160815056,72.523,87.749,15.225999999999999,25.341,97.32400000000001,63.79502464526778,87.99297535473222
F9,V4,0.1,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.1,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.1,10,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.1,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.1,10,RAF,10,1.0984,1.09855,0.002300724523564969,1.0976,1.0996,0.0020000000000000018,1.094,1.1024,1.0969739961664382,1.0998260038335619
F9,V4,0.1,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.1,10,P95,10,15.689899999999998,14.390500000000001,3.69774614386175,12.8,18.445,5.645,11.842,22.54,13.398013195353272,17.981786804646724
F9,V4,0.1,10,P99,10,18.8958,17.152,5.048748707463178,14.922,21.901,6.978999999999999,13.898,28.287,15.766553131114703,22.025046868885298
F9,V4,0.1,50,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.1,50,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.1,50,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.1,50,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.1,50,RAF,10,1.0995700000000002,1.0992,0.0028107136302211785,1.0981,1.1011,0.0029999999999998916,1.096,1.1059,1.0978279016432921,1.1013120983567082
F9,V4,0.1,50,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.1,50,P95,10,66.9085,68.53,10.234940810228894,59.258,73.946,14.687999999999995,52.853,82.036,60.56481796324284,73.25218203675718
F9,V4,0.1,50,P99,10,90.2683,88.283,10.187695803707964,82.15899999999999,99.30799999999999,17.149,78.961,105.585,83.95390072166326,96.58269927833673
F9,V4,0.2,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.2,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.2,10,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.2,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.2,10,RAF,10,1.19942,1.1993,0.005491569296051269,1.1957,1.2018,0.006099999999999994,1.1921,1.2106,1.1960162900867828,1.202823709913217
F9,V4,0.2,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.2,10,P95,10,15.6865,13.9,3.937850125526758,13.754999999999999,16.734,2.9790000000000028,13.190000000000001,26.061999999999998,13.245795205715275,18.127204794284726
F9,V4,0.2,10,P99,10,18.727899999999998,16.0365,5.642362949647564,15.814,19.78,3.966000000000001,15.248000000000001,33.469,15.230727211978477,22.22507278802152
F9,V4,0.2,50,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.2,50,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.2,50,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.2,50,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V4,0.2,50,RAF,10,1.1994699999999998,1.1989,0.0038689791935341655,1.1965,1.2007,0.004200000000000204,1.1944,1.2074,1.1970719818516113,1.2018680181483883
F9,V4,0.2,50,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V4,0.2,50,P95,10,80.39189999999999,79.77199999999999,23.230968537947597,69.209,85.184,15.974999999999994,45.405,136.351,65.99319652500127,94.79060347499872
F9,V4,0.2,50,P99,10,115.04860000000001,98.11250000000001,63.33557321161974,89.58000000000001,104.243,14.662999999999982,80.275,293.796,75.79280502083148,154.30439497916853
F9,V5,0.01,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.01,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.01,10,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.01,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.01,10,RAF,10,1.0102999999999998,1.0104,0.0011005049346146229,1.0099,1.0114,0.0015000000000000568,1.008,1.0117,1.009617899974751,1.0109821000252486
F9,V5,0.01,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.01,10,P95,10,14.693300000000002,13.5085,2.5916744930214093,12.913,16.019,3.105999999999998,11.862,19.815,13.08696350706488,16.299636492935125
F9,V5,0.01,10,P99,10,17.205099999999998,15.775,3.8118924856588263,14.452,18.938000000000002,4.486000000000002,13.428,25.042,14.842464559728924,19.567735440271072
F9,V5,0.01,50,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.01,50,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.01,50,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.01,50,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.01,50,RAF,10,1.01013,1.01025,0.0010914312723310873,1.0097,1.011,0.0012999999999998568,1.0082,1.0115,1.0094535238889,1.0108064761111
F9,V5,0.01,50,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.01,50,P95,10,57.39059999999999,64.0,19.793711516539794,49.748,67.152,17.404000000000003,18.57,86.543,45.12233049884801,69.65886950115198
F9,V5,0.01,50,P99,10,73.9682,80.581,22.3964194797095,67.252,83.485,16.233000000000004,23.052999999999997,107.31,60.08675539026473,87.84964460973526
F9,V5,0.05,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.05,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.05,10,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.05,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.05,10,RAF,10,1.04932,1.04925,0.0017015026039096076,1.0481,1.0509,0.0027999999999999137,1.0471,1.0515,1.04826539776008,1.05037460223992
F9,V5,0.05,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.05,10,P95,10,15.208100000000002,14.068,2.826439238099179,12.757000000000001,17.374000000000002,4.617000000000001,12.329999999999998,19.716,13.456254810548986,16.95994518945102
F9,V5,0.05,10,P99,10,18.6678,17.484,3.8774544857275743,15.021,22.11,7.088999999999999,14.728,24.464,16.264528811086947,21.071071188913052
F9,V5,0.05,50,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.05,50,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.05,50,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.05,50,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.05,50,RAF,10,1.04979,1.04955,0.0025514483904027726,1.0474,1.0525,0.005099999999999882,1.0468,1.0539,1.0482085959037755,1.0513714040962245
F9,V5,0.05,50,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.05,50,P95,10,65.4764,63.1195,8.558278282198794,62.143,72.108,9.965000000000003,50.219,78.062,60.17192416462491,70.78087583537508
F9,V5,0.05,50,P99,10,89.0198,87.3365,9.805739700128013,81.95,94.72200000000001,12.772000000000006,75.111,107.312,82.94213956735237,95.09746043264764
F9,V5,0.1,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.1,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.1,10,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.1,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.1,10,RAF,10,1.1007900000000002,1.1002,0.004512316478262569,1.0968,1.1042,0.007400000000000073,1.095,1.1095,1.0979932372714156,1.1035867627285847
F9,V5,0.1,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.1,10,P95,10,15.8727,14.795000000000002,2.931050211859983,13.564,18.243000000000002,4.679000000000002,12.155999999999999,20.740000000000002,14.056016257263863,17.689383742736137
F9,V5,0.1,10,P99,10,19.0517,17.5625,4.0957844466394135,16.058,21.482,5.4239999999999995,14.351,26.107,16.513106499331307,21.590293500668693
F9,V5,0.1,50,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.1,50,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.1,50,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.1,50,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.1,50,RAF,10,1.0994199999999998,1.0993,0.0030846573733741027,1.0962,1.1025,0.006299999999999972,1.0955,1.1039,1.0975081095521853,1.1013318904478144
F9,V5,0.1,50,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.1,50,P95,10,70.6294,71.369,20.387571024196745,58.966,81.67,22.704,29.936999999999998,102.305,57.99305256259695,83.26574743740305
F9,V5,0.1,50,P99,10,92.69650000000001,93.5725,23.54005348455172,81.381,101.91799999999999,20.536999999999992,44.662,130.518,78.10622369034014,107.28677630965988
F9,V5,0.2,10,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.2,10,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.2,10,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.2,10,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.2,10,RAF,10,1.20029,1.2006,0.003249769222575623,1.1983,1.2016,0.0033000000000000806,1.1955,1.2066,1.1982757721678023,1.2023042278321978
F9,V5,0.2,10,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.2,10,P95,10,15.862800000000002,14.18,3.9258476735038452,13.346,17.983,4.6370000000000005,12.120000000000001,23.215,13.429534402551539,18.296065597448465
F9,V5,0.2,10,P99,10,18.6514,16.244500000000002,5.177033088555644,15.591000000000001,20.564999999999998,4.973999999999997,13.878,28.581,15.442641647949163,21.860158352050835
F9,V5,0.2,50,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.2,50,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.2,50,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.2,50,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F9,V5,0.2,50,RAF,10,1.20177,1.20255,0.003801768594278784,1.1984,1.2038,0.005400000000000071,1.1967,1.2073,1.1994136394126158,1.2041263605873842
F9,V5,0.2,50,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F9,V5,0.2,50,P95,10,76.57540000000002,78.232,22.721096937525804,71.819,82.296,10.477000000000004,31.118000000000002,110.451,62.492718217028646,90.6580817829714
F9,V5,0.2,50,P99,10,97.5279,97.5605,25.535160297780266,86.916,105.023,18.107,42.774,136.06,81.70104367613615,113.35475632386385
