failure_scenario,failure_probability,concurrency,variant,metric,n,mean,median,std,Q1,Q3,IQR,min,max,CI_low,CI_high
F3,0.01,10,V2,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F3,0.01,10,V2,P95,10,11.9296,10.9265,2.1273020054101917,10.709,13.634,2.9250000000000007,9.631,15.602,10.611084556804553,13.248115443195449
F3,0.01,10,V2,throughput,10,832.5634692502565,860.0055747892188,80.99071945689171,742.5327798530936,874.5037358139306,131.97095596083693,714.5875264106905,963.2169426444507,782.3649012576359,882.7620372428771
F3,0.01,10,V3,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,10,V3,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F3,0.01,10,V3,LER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,10,V3,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,10,V3,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,10,V3,RAF,10,1.04032,1.0428,0.00528578807327304,1.0356,1.044,0.008399999999999963,1.0308,1.0468,1.0370438346100628,1.043596165389937
F3,0.01,10,V3,DAF,10,1.04032,1.0428,0.00528578807327304,1.0356,1.044,0.008399999999999963,1.0308,1.0468,1.0370438346100628,1.043596165389937
F3,0.01,10,V3,P95,10,9.566500000000001,8.7255,1.8926299896645877,8.534,9.828,1.2939999999999987,8.029,13.33,8.393435779084918,10.739564220915085
F3,0.01,10,V3,throughput,10,999.1934059088557,1009.1797616104802,99.9337089781033,952.2335773635294,1051.231436890371,98.99785952684158,829.9623585725642,1145.966445397878,937.2538513706077,1061.1329604471036
F3,0.01,10,V4,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,10,V4,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F3,0.01,10,V4,LER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,10,V4,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,10,V4,UAR,10,0.009899999999999999,0.00955,0.0016227548592850781,0.0088,0.0101,0.001299999999999999,0.0085,0.0142,0.00889420611786841,0.010905793882131589
F3,0.01,10,V4,RAF,10,1.0396,1.0382,0.006491019437140313,1.0352,1.0404,0.0052000000000000934,1.034,1.0568,1.0355768244714738,1.0436231755285263
F3,0.01,10,V4,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F3,0.01,10,V4,P95,10,12.3206,11.252500000000001,2.8948133388297537,11.001,11.302,0.30100000000000016,9.983,19.093,10.526376103859203,14.114823896140798
F3,0.01,10,V4,throughput,10,831.2361599614381,857.1467064158041,91.2064610412773,848.0247247809276,870.3429315544819,22.318206773554266,608.3173904524298,921.1484056447941,774.7058097355238,887.7665101873525
F3,0.01,10,V5,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,10,V5,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F3,0.01,10,V5,LER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,10,V5,RSR,10,0.009729999999999999,0.0095,0.0010078028907810625,0.009,0.0103,0.0013000000000000008,0.0085,0.0115,0.009105357296795466,0.010354642703204532
F3,0.01,10,V5,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,10,V5,RAF,10,1.0097299999999998,1.0095,0.0010078028907810732,1.009,1.0103,0.0013000000000000789,1.0085,1.0115,1.0091053572967952,1.0103546427032044
F3,0.01,10,V5,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F3,0.01,10,V5,P95,10,13.6534,12.559999999999999,2.5196798385685613,12.39,14.235,1.8449999999999989,11.102,18.355,12.091686256200722,15.215113743799277
F3,0.01,10,V5,throughput,10,977.0519149148793,999.948859799918,94.01541220216254,959.2328157343031,1015.460709264117,56.227893529813855,821.4020473362368,1140.1045014608806,918.7805587220689,1035.3232711076896
F3,0.01,50,V0,DER,10,0.00946,0.00945,0.00040331955899344465,0.0091,0.0097,0.0005999999999999998,0.0089,0.0101,0.00921001994746247,0.00970998005253753
F3,0.01,50,V0,EOER,10,0.99054,0.99055,0.0004033195589934479,0.9903,0.9909,0.0006000000000000449,0.9899,0.9911,0.9902900199474625,0.9907899800525375
F3,0.01,50,V0,LER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,50,V0,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,50,V0,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,50,V0,RAF,10,1.03784,1.0378,0.0016132782359737673,1.0364,1.0388,0.0023999999999999577,1.0356,1.0404,1.03684007978985,1.0388399202101501
F3,0.01,50,V0,DAF,10,1.03784,1.0378,0.0016132782359737673,1.0364,1.0388,0.0023999999999999577,1.0356,1.0404,1.03684007978985,1.0388399202101501
F3,0.01,50,V0,P95,10,42.2019,41.0965,7.101280361080435,37.81,43.54,5.729999999999997,34.057,55.393,37.80048083209033,46.603319167909675
F3,0.01,50,V0,throughput,10,1476.113328549619,1537.5100486574195,187.37694416767062,1444.759554183788,1604.2004516219838,159.44089743819586,1085.0212676175772,1676.2950058981803,1359.9758953334986,1592.2507617657393
F3,0.01,50,V1,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,50,V1,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F3,0.01,50,V1,LER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,50,V1,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,50,V1,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,50,V1,RAF,10,1.03976,1.0394,0.004031873013873332,1.0364,1.0416,0.0052000000000000934,1.0356,1.0476,1.03726101921576,1.04225898078424
F3,0.01,50,V1,DAF,10,1.03976,1.0394,0.004031873013873332,1.0364,1.0416,0.0052000000000000934,1.0356,1.0476,1.03726101921576,1.04225898078424
F3,0.01,50,V1,P95,10,35.5116,37.120999999999995,9.16041850329752,32.029,42.148,10.119,13.475,44.761,29.833913789008925,41.18928621099108
F3,0.01,50,V1,throughput,10,1558.4360910463486,1556.822330525802,61.119487569023775,1542.9932325852137,1570.760947436501,27.767714851287337,1451.0847923566519,1689.9144680803572,1520.5538401788178,1596.3183419138793
F3,0.01,50,V2,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,50,V2,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
F3,0.01,50,V2,LER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,50,V2,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.01,50,V2,UAR,10,0.01005,0.01015,0.0009383792173506166,0.0093,0.0108,0.0015000000000000013,0.0087,0.0115,0.009468386535384348,0.010631613464615651
