operation_id,tool_name,final_state,attempt_count,downstream_call_count,effect_count,replayed,reconciled,latency,recovery_latency,failure_scenario,result_status
CREATEORDER_V5_C2_F6_P0_C50_FAN10_S7000_OP_00001000,create_order,COMPLETED,10,1,1,True,False,96.575,0,F6,OK
