operation_id,tool_name,final_state,attempt_count,downstream_call_count,effect_count,replayed,reconciled,latency,recovery_latency,failure_scenario,result_status
CREATEORDER_V2_C0_F3_P10_C50_CAP_S7000_OP_00001000,create_order,UNKNOWN,5,1,1,False,False,236.80500000000004,0,F3,UNKNOWN
