experiment_id,group,workload,variant,downstream_capability,failure_scenario,failure_probability,concurrency,duplicate_fanout,retry_fanout,seed,operations,warmup_operations,DER,EOER,LER,RSR,RAF,DAF,RRR,UAR,P50,P95,P99,throughput,selected_for_fault,reached_fault_hook,fault_injected,logical_operations,total_attempts,total_downstream_calls,total_effects,duplicate_operations,exactly_once_operations,zero_effect_operations,unknown_operations,reconciled_operations,replayed_operations,run_dir,final_validation_status
CREATEORDER_V1_C1_F3_P20_C50_S7009,group_b_ambiguous,create_order,V1,C1,F3,0.2,50,,,7009,10000,1000,0.0,1.0,0.0,0.0,1.7944,1.7944,0.0,0.0,6.357,30.531000000000002,35.923,666.1870065496811,1984,10000,8014,10000,17944,17944,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P20_C50_S7009/CREATEORDER_V1_C1_F3_P20_C50_S7009_1788374526634,PASS
CREATEORDER_V1_C1_F3_P5_C10_S7000,group_b_ambiguous,create_order,V1,C1,F3,0.05,10,,,7000,10000,1000,0.0,1.0,0.0,0.0,1.2004,1.2004,0.0,0.0,6.025,20.131,32.483999999999995,424.3562853244173,480,10000,9499,10000,12004,12004,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C10_S7000/CREATEORDER_V1_C1_F3_P5_C10_S7000_1788146604116,PASS
CREATEORDER_V1_C1_F3_P5_C10_S7001,group_b_ambiguous,create_order,V1,C1,F3,0.05,10,,,7001,10000,1000,0.0,1.0,0.0,0.0,1.1956,1.1956,0.0,0.0,6.181,14.716,34.435,432.1896943191556,508,10000,9511,10000,11956,11956,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C10_S7001/CREATEORDER_V1_C1_F3_P5_C10_S7001_1788332161590,PASS
CREATEORDER_V1_C1_F3_P5_C10_S7002,group_b_ambiguous,create_order,V1,C1,F3,0.05,10,,,7002,10000,1000,0.0,1.0,0.0,0.0,1.1956,1.1956,0.0,0.0,6.894,16.729,35.672000000000004,415.3867224117368,485,10000,9511,10000,11956,11956,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C10_S7002/CREATEORDER_V1_C1_F3_P5_C10_S7002_1788333590682,PASS
CREATEORDER_V1_C1_F3_P5_C10_S7003,group_b_ambiguous,create_order,V1,C1,F3,0.05,10,,,7003,10000,1000,0.0,1.0,0.0,0.0,1.2088,1.2088,0.0,0.0,5.401,21.288999999999998,27.202999999999996,429.8591130747095,517,10000,9478,10000,12088,12088,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C10_S7003/CREATEORDER_V1_C1_F3_P5_C10_S7003_1788335795524,PASS
CREATEORDER_V1_C1_F3_P5_C10_S7004,group_b_ambiguous,create_order,V1,C1,F3,0.05,10,,,7004,10000,1000,0.0,1.0,0.0,0.0,1.214,1.214,0.0,0.0,5.628,22.622999999999998,29.111,413.0315256107367,500,10000,9465,10000,12140,12140,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C10_S7004/CREATEORDER_V1_C1_F3_P5_C10_S7004_1788337125745,PASS
CREATEORDER_V1_C1_F3_P5_C10_S7005,group_b_ambiguous,create_order,V1,C1,F3,0.05,10,,,7005,10000,1000,0.0,1.0,0.0,0.0,1.1944,1.1944,0.0,0.0,5.572,9.616,28.56,443.47099360637094,491,10000,9514,10000,11944,11944,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C10_S7005/CREATEORDER_V1_C1_F3_P5_C10_S7005_1788365573417,PASS
CREATEORDER_V1_C1_F3_P5_C10_S7006,group_b_ambiguous,create_order,V1,C1,F3,0.05,10,,,7006,10000,1000,0.0,1.0,0.0,0.0,1.2028,1.2028,0.0,0.0,6.323,23.113,35.004,412.4200955878014,512,10000,9493,10000,12028,12028,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C10_S7006/CREATEORDER_V1_C1_F3_P5_C10_S7006_1788367045303,PASS
CREATEORDER_V1_C1_F3_P5_C10_S7007,group_b_ambiguous,create_order,V1,C1,F3,0.05,10,,,7007,10000,1000,0.0,1.0,0.0,0.0,1.1992,1.1992,0.0,0.0,5.544,13.741,28.486,439.54428953360355,496,10000,9502,10000,11992,11992,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C10_S7007/CREATEORDER_V1_C1_F3_P5_C10_S7007_1788368511682,PASS
CREATEORDER_V1_C1_F3_P5_C10_S7008,group_b_ambiguous,create_order,V1,C1,F3,0.05,10,,,7008,10000,1000,0.0,1.0,0.0,0.0,1.1856,1.1856,0.0,0.0,5.466,8.71,27.482,464.3894778344278,478,10000,9536,10000,11856,11856,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C10_S7008/CREATEORDER_V1_C1_F3_P5_C10_S7008_1788372657400,PASS
CREATEORDER_V1_C1_F3_P5_C10_S7009,group_b_ambiguous,create_order,V1,C1,F3,0.05,10,,,7009,10000,1000,0.0,1.0,0.0,0.0,1.1832,1.1832,0.0,0.0,5.372,8.515,26.720000000000002,476.50101197435004,457,10000,9542,10000,11832,11832,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C10_S7009/CREATEORDER_V1_C1_F3_P5_C10_S7009_1788374341478,PASS
CREATEORDER_V1_C1_F3_P5_C50_S7000,group_b_ambiguous,create_order,V1,C1,F3,0.05,50,,,7000,10000,1000,0.0,1.0,0.0,0.0,1.1972,1.1972,0.0,0.0,9.79,33.349,67.773,1490.8288503596052,480,10000,9507,10000,11972,11972,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C50_S7000/CREATEORDER_V1_C1_F3_P5_C50_S7000_1788146631283,PASS
CREATEORDER_V1_C1_F3_P5_C50_S7001,group_b_ambiguous,create_order,V1,C1,F3,0.05,50,,,7001,10000,1000,0.0,1.0,0.0,0.0,1.2092,1.2092,0.0,0.0,10.156,43.295,56.321,1258.1931867507521,531,10000,9477,10000,12092,12092,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C50_S7001/CREATEORDER_V1_C1_F3_P5_C50_S7001_1788332188503,PASS
CREATEORDER_V1_C1_F3_P5_C50_S7002,group_b_ambiguous,create_order,V1,C1,F3,0.05,50,,,7002,10000,1000,0.0,1.0,0.0,0.0,1.1952,1.1952,0.0,0.0,16.247,46.969,100.53099999999999,1328.9998530728265,489,10000,9512,10000,11952,11952,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C50_S7002/CREATEORDER_V1_C1_F3_P5_C50_S7002_1788333617886,PASS
CREATEORDER_V1_C1_F3_P5_C50_S7003,group_b_ambiguous,create_order,V1,C1,F3,0.05,50,,,7003,10000,1000,0.0,1.0,0.0,0.0,1.2188,1.2188,0.0,0.0,14.829,58.1,87.393,1346.8720665749722,525,10000,9453,10000,12188,12188,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C50_S7003/CREATEORDER_V1_C1_F3_P5_C50_S7003_1788335821772,PASS
CREATEORDER_V1_C1_F3_P5_C50_S7004,group_b_ambiguous,create_order,V1,C1,F3,0.05,50,,,7004,10000,1000,0.0,1.0,0.0,0.0,1.1832,1.1832,0.0,0.0,11.56,33.147,82.483,1388.6392841153001,459,10000,9542,10000,11832,11832,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C50_S7004/CREATEORDER_V1_C1_F3_P5_C50_S7004_1788337159806,PASS
CREATEORDER_V1_C1_F3_P5_C50_S7005,group_b_ambiguous,create_order,V1,C1,F3,0.05,50,,,7005,10000,1000,0.0,1.0,0.0,0.0,1.2024,1.2024,0.0,0.0,16.283,49.667,95.85,1314.966767360614,511,10000,9494,10000,12024,12024,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C50_S7005/CREATEORDER_V1_C1_F3_P5_C50_S7005_1788365598880,PASS
CREATEORDER_V1_C1_F3_P5_C50_S7006,group_b_ambiguous,create_order,V1,C1,F3,0.05,50,,,7006,10000,1000,0.0,1.0,0.0,0.0,1.2004,1.2004,0.0,0.0,16.721,50.839,102.66199999999999,1275.0563162255814,532,10000,9499,10000,12004,12004,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C50_S7006/CREATEORDER_V1_C1_F3_P5_C50_S7006_1788367073552,PASS
CREATEORDER_V1_C1_F3_P5_C50_S7007,group_b_ambiguous,create_order,V1,C1,F3,0.05,50,,,7007,10000,1000,0.0,1.0,0.0,0.0,1.1952,1.1952,0.0,0.0,15.561,36.019,89.16899999999998,1379.5596379316407,499,10000,9512,10000,11952,11952,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C50_S7007/CREATEORDER_V1_C1_F3_P5_C50_S7007_1788368537615,PASS
CREATEORDER_V1_C1_F3_P5_C50_S7008,group_b_ambiguous,create_order,V1,C1,F3,0.05,50,,,7008,10000,1000,0.0,1.0,0.0,0.0,1.208,1.208,0.0,0.0,14.813,53.956,87.471,1368.096335705072,519,10000,9480,10000,12080,12080,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C50_S7008/CREATEORDER_V1_C1_F3_P5_C50_S7008_1788372682517,PASS
CREATEORDER_V1_C1_F3_P5_C50_S7009,group_b_ambiguous,create_order,V1,C1,F3,0.05,50,,,7009,10000,1000,0.0,1.0,0.0,0.0,1.1936,1.1936,0.0,0.0,11.46,36.402,78.911,1348.6743948189962,504,10000,9516,10000,11936,11936,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F3_P5_C50_S7009/CREATEORDER_V1_C1_F3_P5_C50_S7009_1788374371313,PASS
CREATEORDER_V1_C1_F4_P10_C10_S7000,group_b_ambiguous,create_order,V1,C1,F4,0.1,10,,,7000,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.195,10.645,12.051,1224.7925362335939,977,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C10_S7000/CREATEORDER_V1_C1_F4_P10_C10_S7000_1788144552384,PASS
CREATEORDER_V1_C1_F4_P10_C10_S7001,group_b_ambiguous,create_order,V1,C1,F4,0.1,10,,,7001,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.987,9.356,10.625,1426.604753650801,948,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C10_S7001/CREATEORDER_V1_C1_F4_P10_C10_S7001_1788378491877,PASS
CREATEORDER_V1_C1_F4_P10_C10_S7002,group_b_ambiguous,create_order,V1,C1,F4,0.1,10,,,7002,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.951,15.345,19.913,1046.6756817990176,1040,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C10_S7002/CREATEORDER_V1_C1_F4_P10_C10_S7002_1788382980709,PASS
CREATEORDER_V1_C1_F4_P10_C10_S7003,group_b_ambiguous,create_order,V1,C1,F4,0.1,10,,,7003,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.599,9.1,10.274,1506.4985219138343,968,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C10_S7003/CREATEORDER_V1_C1_F4_P10_C10_S7003_1788386458123,PASS
CREATEORDER_V1_C1_F4_P10_C10_S7004,group_b_ambiguous,create_order,V1,C1,F4,0.1,10,,,7004,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.846,10.536,12.08,1265.9783853329316,979,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C10_S7004/CREATEORDER_V1_C1_F4_P10_C10_S7004_1788390201887,PASS
CREATEORDER_V1_C1_F4_P10_C10_S7005,group_b_ambiguous,create_order,V1,C1,F4,0.1,10,,,7005,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.837,11.055,12.37,1130.7421409209671,1043,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C10_S7005/CREATEORDER_V1_C1_F4_P10_C10_S7005_1788393920956,PASS
CREATEORDER_V1_C1_F4_P10_C10_S7006,group_b_ambiguous,create_order,V1,C1,F4,0.1,10,,,7006,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.946,9.348,10.533,1436.2190169077705,985,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C10_S7006/CREATEORDER_V1_C1_F4_P10_C10_S7006_1788401817214,PASS
CREATEORDER_V1_C1_F4_P10_C10_S7007,group_b_ambiguous,create_order,V1,C1,F4,0.1,10,,,7007,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.767,15.364,19.43,1064.658194354827,1019,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C10_S7007/CREATEORDER_V1_C1_F4_P10_C10_S7007_1788407152319,PASS
CREATEORDER_V1_C1_F4_P10_C10_S7008,group_b_ambiguous,create_order,V1,C1,F4,0.1,10,,,7008,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.08,9.565,10.851,1402.5192221324096,1047,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C10_S7008/CREATEORDER_V1_C1_F4_P10_C10_S7008_1788410651391,PASS
CREATEORDER_V1_C1_F4_P10_C10_S7009,group_b_ambiguous,create_order,V1,C1,F4,0.1,10,,,7009,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.615,10.38,11.77,1297.5186398832527,1008,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C10_S7009/CREATEORDER_V1_C1_F4_P10_C10_S7009_1788415410317,PASS
CREATEORDER_V1_C1_F4_P10_C50_S7000,group_b_ambiguous,create_order,V1,C1,F4,0.1,50,,,7000,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,26.337,47.1,57.063,1570.8601911044748,1020,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7000/CREATEORDER_V1_C1_F4_P10_C50_S7000_1788144561982,PASS
CREATEORDER_V1_C1_F4_P10_C50_S7001,group_b_ambiguous,create_order,V1,C1,F4,0.1,50,,,7001,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,31.125,51.322,62.583,1540.5149574850159,978,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7001/CREATEORDER_V1_C1_F4_P10_C50_S7001_1788378500252,PASS
CREATEORDER_V1_C1_F4_P10_C50_S7002,group_b_ambiguous,create_order,V1,C1,F4,0.1,50,,,7002,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,29.82,49.526,60.907,1597.322359704024,1043,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7002/CREATEORDER_V1_C1_F4_P10_C50_S7002_1788382993059,PASS
CREATEORDER_V1_C1_F4_P10_C50_S7003,group_b_ambiguous,create_order,V1,C1,F4,0.1,50,,,7003,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,26.813,42.642,50.79,1793.8424000846817,998,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7003/CREATEORDER_V1_C1_F4_P10_C50_S7003_1788386466034,PASS
CREATEORDER_V1_C1_F4_P10_C50_S7004,group_b_ambiguous,create_order,V1,C1,F4,0.1,50,,,7004,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,27.36,45.506,55.105,1666.7138881286874,1061,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7004/CREATEORDER_V1_C1_F4_P10_C50_S7004_1788390211346,PASS
CREATEORDER_V1_C1_F4_P10_C50_S7005,group_b_ambiguous,create_order,V1,C1,F4,0.1,50,,,7005,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,32.209,52.69,64.52,1485.519448747184,938,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7005/CREATEORDER_V1_C1_F4_P10_C50_S7005_1788393938452,PASS
CREATEORDER_V1_C1_F4_P10_C50_S7006,group_b_ambiguous,create_order,V1,C1,F4,0.1,50,,,7006,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,26.843,48.987,60.311,1540.6141506650367,960,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7006/CREATEORDER_V1_C1_F4_P10_C50_S7006_1788401825513,PASS
CREATEORDER_V1_C1_F4_P10_C50_S7007,group_b_ambiguous,create_order,V1,C1,F4,0.1,50,,,7007,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,25.622,46.56,56.229,1578.4174249470625,1009,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7007/CREATEORDER_V1_C1_F4_P10_C50_S7007_1788407164518,PASS
CREATEORDER_V1_C1_F4_P10_C50_S7008,group_b_ambiguous,create_order,V1,C1,F4,0.1,50,,,7008,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,28.502,45.64,53.906,1693.1687168374515,992,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7008/CREATEORDER_V1_C1_F4_P10_C50_S7008_1788410659844,PASS
CREATEORDER_V1_C1_F4_P10_C50_S7009,group_b_ambiguous,create_order,V1,C1,F4,0.1,50,,,7009,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20.781,42.268,51.849,1670.6405565880902,971,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7009/CREATEORDER_V1_C1_F4_P10_C50_S7009_1788415419495,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7000,group_b_ambiguous,create_order,V1,C1,F4,0.01,10,,,7000,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.463,8.951,10.14,1544.9933246686387,94,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7000/CREATEORDER_V1_C1_F4_P1_C10_S7000_1788144518817,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7001,group_b_ambiguous,create_order,V1,C1,F4,0.01,10,,,7001,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.094,9.575,11.034,1401.6346206061112,109,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7001/CREATEORDER_V1_C1_F4_P1_C10_S7001_1788378435339,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7002,group_b_ambiguous,create_order,V1,C1,F4,0.01,10,,,7002,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.148,10.659,11.873,1220.2385489465223,93,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7002/CREATEORDER_V1_C1_F4_P1_C10_S7002_1788381955848,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7003,group_b_ambiguous,create_order,V1,C1,F4,0.01,10,,,7003,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.424,10.621,11.796,1184.1746556430273,109,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7003/CREATEORDER_V1_C1_F4_P1_C10_S7003_1788386418713,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7004,group_b_ambiguous,create_order,V1,C1,F4,0.01,10,,,7004,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.925,9.269,10.216,1440.9377715626429,106,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7004/CREATEORDER_V1_C1_F4_P1_C10_S7004_1788390161414,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7005,group_b_ambiguous,create_order,V1,C1,F4,0.01,10,,,7005,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.851,14.873,19.014,1068.1613253897501,104,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7005/CREATEORDER_V1_C1_F4_P1_C10_S7005_1788393885444,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7006,group_b_ambiguous,create_order,V1,C1,F4,0.01,10,,,7006,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.237,9.912,11.117,1367.5370623285648,120,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7006/CREATEORDER_V1_C1_F4_P1_C10_S7006_1788401760476,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7007,group_b_ambiguous,create_order,V1,C1,F4,0.01,10,,,7007,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.33,10.454,11.456,1209.4976692183468,110,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7007/CREATEORDER_V1_C1_F4_P1_C10_S7007_1788405248587,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7008,group_b_ambiguous,create_order,V1,C1,F4,0.01,10,,,7008,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.862,11.154,12.49,1122.8173573589909,106,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7008/CREATEORDER_V1_C1_F4_P1_C10_S7008_1788410609665,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7009,group_b_ambiguous,create_order,V1,C1,F4,0.01,10,,,7009,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.173,9.961,12.293,1373.6754604999987,118,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7009/CREATEORDER_V1_C1_F4_P1_C10_S7009_1788415368853,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7000,group_b_ambiguous,create_order,V1,C1,F4,0.01,50,,,7000,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,29.119,47.941,58.262,1588.7994198612957,94,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7000/CREATEORDER_V1_C1_F4_P1_C50_S7000_1788144526550,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7001,group_b_ambiguous,create_order,V1,C1,F4,0.01,50,,,7001,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.175,13.015,15.672,1642.0439906700765,100,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7001/CREATEORDER_V1_C1_F4_P1_C50_S7001_1788378443869,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7002,group_b_ambiguous,create_order,V1,C1,F4,0.01,50,,,7002,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,28.345,45.276,53.998,1695.2525456248154,93,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7002/CREATEORDER_V1_C1_F4_P1_C50_S7002_1788381965590,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7003,group_b_ambiguous,create_order,V1,C1,F4,0.01,50,,,7003,10000,1000,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,30.36,48.627,59.18,1586.4368797071002,108,10000,0,10000,10000,10000,10000,0,10000,0,0,0,0,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7003/CREATEORDER_V1_C1_F4_P1_C50_S7003_1788386434344,PASS
