workload,failure_scenario,variant,metric,n,mean,median,std,Q1,Q3,IQR,min,max,CI_low,CI_high
reserve_inventory,F8,V4,throughput,10,695.2357465239872,698.8054013291069,15.342203491262888,687.889905181397,705.0343164111923,17.14441122979531,658.7512824811795,710.2861505678871,685.7265502817844,704.7449427661901
reserve_inventory,F8,V5,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reserve_inventory,F8,V5,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
reserve_inventory,F8,V5,RSR,10,0.10072,0.1001,0.004294906544061492,0.0979,0.1046,0.006699999999999998,0.0949,0.1072,0.09805798934470786,0.10338201065529215
reserve_inventory,F8,V5,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reserve_inventory,F8,V5,RAF,10,1.20144,1.2002000000000002,0.008589813088122974,1.1958,1.2092,0.013400000000000079,1.1898,1.2144,1.1961159786894158,1.2067640213105844
reserve_inventory,F8,V5,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
reserve_inventory,F8,V5,P95,10,29.639799999999997,28.4615,3.913841613782777,26.308999999999997,34.33,8.021,25.101,35.507,27.213975835462282,32.06562416453772
reserve_inventory,F8,V5,throughput,10,1021.7999151788086,1023.2638197121876,29.578452536942592,989.6536776996717,1042.3333094596496,52.67963175997795,986.1625604774317,1075.5808504171139,1003.4670003615435,1040.1328299960737
send_notification,F3,V0,DER,10,0.10018,0.0996,0.003771177240302792,0.0988,0.1035,0.004699999999999996,0.0928,0.1055,0.09784260013024919,0.10251739986975082
send_notification,F3,V0,EOER,10,0.8998199999999998,0.9004,0.003771177240302805,0.8965,0.9012,0.0047000000000000375,0.8945,0.9072,0.897482600130249,0.9021573998697506
send_notification,F3,V0,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F3,V0,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F3,V0,RAF,10,1.4007200000000002,1.3984,0.015084708961211168,1.3952,1.414,0.018799999999999928,1.3712,1.422,1.391370400520997,1.4100695994790033
send_notification,F3,V0,DAF,10,1.4007200000000002,1.3984,0.015084708961211168,1.3952,1.414,0.018799999999999928,1.3712,1.422,1.391370400520997,1.4100695994790033
send_notification,F3,V0,P95,10,60.422000000000004,58.72,9.574761360530667,52.384,63.437,11.052999999999997,49.48800000000001,80.726,54.4875014254375,66.35649857456251
send_notification,F3,V0,throughput,10,975.2469194371067,1006.0937065338321,74.09297675398501,974.2880465937025,1019.6795311934046,45.39148459970215,813.6673480879291,1032.2847148936098,929.3236166648644,1021.170222209349
send_notification,F3,V2,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F3,V2,EOER,10,0.99932,1.0,0.002150348808914507,1.0,1.0,0.0,0.9932,1.0,0.9979872,1.0006528
send_notification,F3,V2,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F3,V2,UAR,10,0.10003999999999999,0.0993,0.003954519215052853,0.0963,0.1038,0.007500000000000007,0.0946,0.1063,0.09758896359698821,0.10249103640301177
send_notification,F3,V2,RAF,10,1.41168,1.4042,0.03381034687126937,1.3944,1.4168,0.022399999999999975,1.3784,1.4984,1.3907241298996624,1.4326358701003377
send_notification,F3,V2,DAF,10,0.99932,1.0,0.002150348808914507,1.0,1.0,0.0,0.9932,1.0,0.9979872,1.0006528
send_notification,F3,V2,P95,10,69.7949,64.042,15.327576060087834,60.462,81.359,20.89699999999999,51.92700000000001,99.082,60.294769933567906,79.29503006643209
send_notification,F3,V2,throughput,10,862.0454709263973,892.7849401950815,89.58976970216918,772.350571952831,934.7150216113225,162.36444965849148,712.9216868775401,966.2234470506347,806.5171563738727,917.573785478922
send_notification,F3,V4,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F3,V4,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
send_notification,F3,V4,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F3,V4,UAR,10,0.09985000000000001,0.10055,0.003450040257414075,0.0997,0.1015,0.00180000000000001,0.0936,0.1037,0.0977116428943904,0.10198835710560962
send_notification,F3,V4,RAF,10,1.3994,1.4022000000000001,0.013800161029656281,1.3988,1.406,0.007199999999999873,1.3744,1.4148,1.3908465715775615,1.4079534284224384
send_notification,F3,V4,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
send_notification,F3,V4,P95,10,66.7064,59.0095,21.867896607685985,53.31699999999999,83.74199999999999,30.424999999999997,43.785,110.77699999999999,53.152537260197974,80.26026273980203
send_notification,F3,V4,throughput,10,884.3362163812228,931.9720845320887,102.16815810047243,786.4435508896537,952.2591528254948,165.81560193584107,705.4887571761752,988.0406512746556,821.0117359286545,947.6606968337911
send_notification,F3,V5,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F3,V5,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
send_notification,F3,V5,RSR,10,0.09774,0.09795000000000001,0.0026953457828057773,0.0967,0.0993,0.002600000000000005,0.0931,0.1027,0.09606940737594243,0.09941059262405756
send_notification,F3,V5,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F3,V5,RAF,10,1.09774,1.09795,0.0026953457828057933,1.0967,1.0993,0.0025999999999999357,1.0931,1.1027,1.0960694073759423,1.0994105926240576
send_notification,F3,V5,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
send_notification,F3,V5,P95,10,80.6393,76.3285,20.03265993349638,66.988,104.42699999999999,37.43899999999999,50.698,110.429,68.22292873563663,93.05567126436338
send_notification,F3,V5,throughput,10,1090.6224192745265,1161.6726034827425,175.4152443398233,907.5035322782794,1220.9507058397123,313.4471735614329,810.0356333838961,1261.024672742116,981.8989244224815,1199.3459141265714
send_notification,F8,V0,DER,10,0.09914999999999999,0.09815,0.003455189333934296,0.097,0.102,0.0049999999999999906,0.0944,0.1051,0.0970084514636989,0.10129154853630108
send_notification,F8,V0,EOER,10,0.9008500000000002,0.90185,0.003455189333934286,0.898,0.903,0.0050000000000000044,0.8949,0.9056,0.898708451463699,0.9029915485363013
send_notification,F8,V0,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F8,V0,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F8,V0,RAF,10,1.3965999999999998,1.3925999999999998,0.013820757335737226,1.388,1.408,0.020000000000000018,1.3776,1.4204,1.3880338058547954,1.4051661941452043
send_notification,F8,V0,DAF,10,1.3965999999999998,1.3925999999999998,0.013820757335737226,1.388,1.408,0.020000000000000018,1.3776,1.4204,1.3880338058547954,1.4051661941452043
send_notification,F8,V0,P95,10,58.2111,64.4805,11.384876356621335,47.986999999999995,67.603,19.616,39.996,69.851,51.15468052740073,65.26751947259928
send_notification,F8,V0,throughput,10,1015.0709319658936,1004.6530694723674,65.91093027705213,955.970471268856,1078.6768829217629,122.70641165290681,937.0372680565209,1117.4816209044395,974.2189141401902,1055.922949791597
send_notification,F8,V2,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F8,V2,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
send_notification,F8,V2,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F8,V2,UAR,10,0.10028000000000001,0.09970000000000001,0.00377353356359203,0.0988,0.1029,0.004100000000000006,0.0929,0.1071,0.09794113966594364,0.10261886033405637
send_notification,F8,V2,RAF,10,1.40112,1.3988,0.015094134254368112,1.3952,1.4116,0.01639999999999997,1.3716,1.4284,1.3917645586637746,1.4104754413362253
send_notification,F8,V2,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
send_notification,F8,V2,P95,10,23.0658,21.317999999999998,4.464403551054348,20.622,24.638,4.016000000000002,19.216,33.869,20.298734011366793,25.832865988633205
send_notification,F8,V2,throughput,10,695.4007365126089,694.8384959162165,33.51466506286268,676.1594572803062,717.5538695231247,41.394412242818476,625.3897779114682,747.8645059026197,674.6281318958108,716.1733411294069
send_notification,F8,V4,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F8,V4,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
send_notification,F8,V4,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F8,V4,UAR,10,0.10045,0.1005,0.0026887626232980195,0.0988,0.1025,0.003699999999999995,0.0965,0.1044,0.0987834876604784,0.1021165123395216
send_notification,F8,V4,RAF,10,1.4018000000000002,1.4020000000000001,0.010755050493192064,1.3952,1.41,0.014799999999999924,1.386,1.4176,1.3951339506419138,1.4084660493580865
send_notification,F8,V4,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
send_notification,F8,V4,P95,10,24.725099999999998,22.082500000000003,8.846588425300832,21.622,23.155,1.5330000000000013,19.196,49.461999999999996,19.241927686577533,30.208272313422462
send_notification,F8,V4,throughput,10,687.3382827798375,694.4070745839952,38.54083364256228,679.1677918514872,706.385193636143,27.21740178465575,589.4916409285217,724.932020512188,663.450426602338,711.2261389573371
send_notification,F8,V5,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F8,V5,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
send_notification,F8,V5,RSR,10,0.10068999999999999,0.1007,0.0017304142086024743,0.0993,0.102,0.002699999999999994,0.0984,0.1036,0.09961747816183848,0.1017625218381615
send_notification,F8,V5,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
send_notification,F8,V5,RAF,10,1.20138,1.2014,0.0034608284172049316,1.1986,1.204,0.005399999999999849,1.1968,1.2072,1.1992349563236768,1.203525043676323
send_notification,F8,V5,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
send_notification,F8,V5,P95,10,44.830400000000004,30.479,43.153378379913676,27.334,35.855,8.520999999999997,25.182,166.56400000000002,18.083658975327552,71.57714102467246
send_notification,F8,V5,throughput,10,955.8785953033191,1009.8762107182888,181.13289793968022,973.1052191084339,1053.1638185554868,80.05859944705298,453.7911480787168,1056.2902461108847,843.611262034782,1068.1459285718563
