workload,failure_scenario,variant,metric,n,mean,median,std,Q1,Q3,IQR,min,max,CI_low,CI_high
charge_payment,F3,V5,RSR,10,0.09857,0.0984,0.0033038866001524115,0.096,0.1011,0.005099999999999993,0.0933,0.103,0.09652222986967124,0.10061777013032877
charge_payment,F3,V5,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charge_payment,F3,V5,RAF,10,1.09857,1.0983999999999998,0.00330388660015242,1.096,1.1011,0.005099999999999882,1.0933,1.103,1.0965222298696713,1.1006177701303288
charge_payment,F3,V5,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
charge_payment,F3,V5,P95,10,73.9956,69.709,15.801206586840129,65.811,71.25800000000001,5.447000000000003,56.311,104.60499999999999,64.20191069171908,83.78928930828091
charge_payment,F3,V5,throughput,10,1199.9992655037959,1257.016648761814,155.7449172307681,1199.2644815558542,1287.5456667236515,88.28118516779728,887.4110402646587,1350.1868910797486,1103.4675657048442,1296.5309653027475
charge_payment,F8,V0,DER,10,0.09899000000000001,0.099,0.003490447281112011,0.0975,0.1019,0.004400000000000001,0.0914,0.1036,0.09682659836163304,0.10115340163836697
charge_payment,F8,V0,EOER,10,0.90101,0.901,0.003490447281112006,0.8981,0.9025,0.0043999999999999595,0.8964,0.9086,0.898846598361633,0.9031734016383669
charge_payment,F8,V0,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charge_payment,F8,V0,UAR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charge_payment,F8,V0,RAF,10,1.39596,1.396,0.013961789124448072,1.39,1.4076,0.01760000000000006,1.3656,1.4144,1.3873063934465322,1.404613606553468
charge_payment,F8,V0,DAF,10,1.39596,1.396,0.013961789124448072,1.39,1.4076,0.01760000000000006,1.3656,1.4144,1.3873063934465322,1.404613606553468
charge_payment,F8,V0,P95,10,49.039100000000005,50.565,8.473898911756422,40.520999999999994,56.552,16.031000000000006,37.373,58.678,43.7869230402582,54.29127695974181
charge_payment,F8,V0,throughput,10,1065.502908826508,1026.4405460219039,72.33009080796376,1007.9464351585839,1111.7726306135446,103.82619545496073,997.0324152298618,1204.988820760849,1020.6722540837931,1110.3335635692229
charge_payment,F8,V2,DER,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charge_payment,F8,V2,EOER,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
charge_payment,F8,V2,RSR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
charge_payment,F8,V2,UAR,10,0.09767,0.09709999999999999,0.0027137714633984115,0.0964,0.0978,0.0013999999999999985,0.094,0.1032,0.09598798702079259,0.09935201297920743
charge_payment,F8,V2,RAF,10,1.3906800000000001,1.3883999999999999,0.010855085853593679,1.3856,1.3912,0.005600000000000049,1.376,1.4128,1.3839519480831703,1.39740805191683
charge_payment,F8,V2,DAF,10,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
