experiment_id,run_dir,DER_delta,EOER_delta,LER_delta,RSR_delta,RAF_delta,DAF_delta,RRR_delta,UAR_delta,P50_delta,P95_delta,P99_delta,throughput_recomputed_from_event_span,throughput_summary,logical_operations_delta,PASS_FAIL
CREATEORDER_V1_C1_F4_P10_C50_S7007,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7007/CREATEORDER_V1_C1_F4_P10_C50_S7007_1788407164518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.4174249470625,1371.2436523687009,0,PASS
CREATEORDER_V1_C1_F4_P10_C50_S7008,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7008/CREATEORDER_V1_C1_F4_P10_C50_S7008_1788410659844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1693.1687168374515,1474.2648015088853,0,PASS
CREATEORDER_V1_C1_F4_P10_C50_S7009,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P10_C50_S7009/CREATEORDER_V1_C1_F4_P10_C50_S7009_1788415419495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.6405565880902,1470.288324236423,0,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7000,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7000/CREATEORDER_V1_C1_F4_P1_C10_S7000_1788144518817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1544.9933246686387,1371.7073071183768,0,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7001,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7001/CREATEORDER_V1_C1_F4_P1_C10_S7001_1788378435339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.6346206061112,1235.302977476999,0,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7002,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7002/CREATEORDER_V1_C1_F4_P1_C10_S7002_1788381955848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.2385489465223,1072.8719360011,0,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7003,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7003/CREATEORDER_V1_C1_F4_P1_C10_S7003_1788386418713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.1746556430273,1051.8227665156805,0,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7004,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7004/CREATEORDER_V1_C1_F4_P1_C10_S7004_1788390161414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.9377715626429,1265.290763196186,0,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7005,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7005/CREATEORDER_V1_C1_F4_P1_C10_S7005_1788393885444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.1613253897501,861.2305928904674,0,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7006,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7006/CREATEORDER_V1_C1_F4_P1_C10_S7006_1788401760476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.5370623285648,1207.957194067557,0,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7007,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7007/CREATEORDER_V1_C1_F4_P1_C10_S7007_1788405248587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.4976692183468,1069.7923901291385,0,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7008,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7008/CREATEORDER_V1_C1_F4_P1_C10_S7008_1788410609665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.8173573589909,993.618371690761,0,PASS
CREATEORDER_V1_C1_F4_P1_C10_S7009,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C10_S7009/CREATEORDER_V1_C1_F4_P1_C10_S7009_1788415368853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.6754604999987,1211.1735337163357,0,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7000,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7000/CREATEORDER_V1_C1_F4_P1_C50_S7000_1788144526550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.7994198612957,1428.2512895810014,0,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7001,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7001/CREATEORDER_V1_C1_F4_P1_C50_S7001_1788378443869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642.0439906700765,1441.263376121275,0,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7002,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7002/CREATEORDER_V1_C1_F4_P1_C50_S7002_1788381965590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695.2525456248154,1485.7638258033107,0,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7003,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7003/CREATEORDER_V1_C1_F4_P1_C50_S7003_1788386434344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.4368797071002,1400.1547068828006,0,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7004,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7004/CREATEORDER_V1_C1_F4_P1_C50_S7004_1788390169745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.2013976423766,1447.3277981600945,0,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7005,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7005/CREATEORDER_V1_C1_F4_P1_C50_S7005_1788393897479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.6869671447262,1380.1279727484955,0,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7006,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7006/CREATEORDER_V1_C1_F4_P1_C50_S7006_1788401769185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1646.7272940852774,1447.0073354918652,0,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7007,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7007/CREATEORDER_V1_C1_F4_P1_C50_S7007_1788405258362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1775.1329433346177,1561.7193365564328,0,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7008,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7008/CREATEORDER_V1_C1_F4_P1_C50_S7008_1788410626660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.7985522412685,1317.5417784236915,0,PASS
CREATEORDER_V1_C1_F4_P1_C50_S7009,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P1_C50_S7009/CREATEORDER_V1_C1_F4_P1_C50_S7009_1788415377546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608.9088268989444,1419.2228223724362,0,PASS
CREATEORDER_V1_C1_F4_P20_C10_S7000,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C10_S7000/CREATEORDER_V1_C1_F4_P20_C10_S7000_1788144569516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247.5957487850283,1128.194095787173,0,PASS
CREATEORDER_V1_C1_F4_P20_C10_S7001,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C10_S7001/CREATEORDER_V1_C1_F4_P20_C10_S7001_1788378508005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107.5094870165542,989.4522457699559,0,PASS
CREATEORDER_V1_C1_F4_P20_C10_S7002,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C10_S7002/CREATEORDER_V1_C1_F4_P20_C10_S7002_1788383000711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.7463350485557,1261.4680306296164,0,PASS
CREATEORDER_V1_C1_F4_P20_C10_S7003,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C10_S7003/CREATEORDER_V1_C1_F4_P20_C10_S7003_1788386493347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.8385123983417,913.7994655335968,0,PASS
CREATEORDER_V1_C1_F4_P20_C10_S7004,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C10_S7004/CREATEORDER_V1_C1_F4_P20_C10_S7004_1788390218555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1384.3056660699358,1227.8082570648598,0,PASS
CREATEORDER_V1_C1_F4_P20_C10_S7005,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C10_S7005/CREATEORDER_V1_C1_F4_P20_C10_S7005_1788393946491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.5951336669714,1147.6952985308787,0,PASS
CREATEORDER_V1_C1_F4_P20_C10_S7006,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C10_S7006/CREATEORDER_V1_C1_F4_P20_C10_S7006_1788401833220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.4491663056879,995.9663437166024,0,PASS
CREATEORDER_V1_C1_F4_P20_C10_S7007,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C10_S7007/CREATEORDER_V1_C1_F4_P20_C10_S7007_1788407172234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.3596176491376,1263.1255858171096,0,PASS
CREATEORDER_V1_C1_F4_P20_C10_S7008,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C10_S7008/CREATEORDER_V1_C1_F4_P20_C10_S7008_1788410688671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.6232518841593,836.950711087157,0,PASS
CREATEORDER_V1_C1_F4_P20_C10_S7009,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C10_S7009/CREATEORDER_V1_C1_F4_P20_C10_S7009_1788415426725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.8605962255654,1229.359995087606,0,PASS
CREATEORDER_V1_C1_F4_P20_C50_S7000,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C50_S7000/CREATEORDER_V1_C1_F4_P20_C50_S7000_1788144578823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1611.338947127403,1431.6617271545417,0,PASS
CREATEORDER_V1_C1_F4_P20_C50_S7001,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C50_S7001/CREATEORDER_V1_C1_F4_P20_C50_S7001_1788378525636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.2176773445728,1315.1540418521045,0,PASS
CREATEORDER_V1_C1_F4_P20_C50_S7002,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C50_S7002/CREATEORDER_V1_C1_F4_P20_C50_S7002_1788383009058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.3949029600826,1397.3000748937202,0,PASS
CREATEORDER_V1_C1_F4_P20_C50_S7003,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C50_S7003/CREATEORDER_V1_C1_F4_P20_C50_S7003_1788386504720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.4551387299978,1458.0237270774628,0,PASS
CREATEORDER_V1_C1_F4_P20_C50_S7004,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C50_S7004/CREATEORDER_V1_C1_F4_P20_C50_S7004_1788390227137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628.311528778592,1445.3135108858783,0,PASS
CREATEORDER_V1_C1_F4_P20_C50_S7005,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C50_S7005/CREATEORDER_V1_C1_F4_P20_C50_S7005_1788393955627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.763933860015,1457.622675044876,0,PASS
CREATEORDER_V1_C1_F4_P20_C50_S7006,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C50_S7006/CREATEORDER_V1_C1_F4_P20_C50_S7006_1788401850686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508.2002534772212,1322.310339380053,0,PASS
CREATEORDER_V1_C1_F4_P20_C50_S7007,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C50_S7007/CREATEORDER_V1_C1_F4_P20_C50_S7007_1788407180570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1626.0268881314494,1434.3831465835035,0,PASS
CREATEORDER_V1_C1_F4_P20_C50_S7008,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C50_S7008/CREATEORDER_V1_C1_F4_P20_C50_S7008_1788410701048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604.3754581548465,1385.0401736557308,0,PASS
CREATEORDER_V1_C1_F4_P20_C50_S7009,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P20_C50_S7009/CREATEORDER_V1_C1_F4_P20_C50_S7009_1788415435275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1638.4830762122235,1451.3962655450177,0,PASS
CREATEORDER_V1_C1_F4_P5_C10_S7000,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C10_S7000/CREATEORDER_V1_C1_F4_P5_C10_S7000_1788144534004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.829011914984,1088.8175817847427,0,PASS
CREATEORDER_V1_C1_F4_P5_C10_S7001,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C10_S7001/CREATEORDER_V1_C1_F4_P5_C10_S7001_1788378471995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061.9847522297468,858.7635381097737,0,PASS
CREATEORDER_V1_C1_F4_P5_C10_S7002,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C10_S7002/CREATEORDER_V1_C1_F4_P5_C10_S7002_1788381972742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.8489156833327,1192.5933322884919,0,PASS
CREATEORDER_V1_C1_F4_P5_C10_S7003,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C10_S7003/CREATEORDER_V1_C1_F4_P5_C10_S7003_1788386441903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.3223935621536,1125.2854728716395,0,PASS
CREATEORDER_V1_C1_F4_P5_C10_S7004,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C10_S7004/CREATEORDER_V1_C1_F4_P5_C10_S7004_1788390177106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.2218346837708,1030.2751453229919,0,PASS
CREATEORDER_V1_C1_F4_P5_C10_S7005,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C10_S7005/CREATEORDER_V1_C1_F4_P5_C10_S7005_1788393905159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431.929913852136,1264.284871145733,0,PASS
CREATEORDER_V1_C1_F4_P5_C10_S7006,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C10_S7006/CREATEORDER_V1_C1_F4_P5_C10_S7006_1788401797277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.6663566930702,854.1599492656803,0,PASS
CREATEORDER_V1_C1_F4_P5_C10_S7007,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C10_S7007/CREATEORDER_V1_C1_F4_P5_C10_S7007_1788405265179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519.0716414190317,1346.6112723228225,0,PASS
CREATEORDER_V1_C1_F4_P5_C10_S7008,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C10_S7008/CREATEORDER_V1_C1_F4_P5_C10_S7008_1788410634671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.7360677333338,1099.003760055031,0,PASS
CREATEORDER_V1_C1_F4_P5_C10_S7009,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C10_S7009/CREATEORDER_V1_C1_F4_P5_C10_S7009_1788415385021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.5188482227009,1028.1544871302724,0,PASS
CREATEORDER_V1_C1_F4_P5_C50_S7000,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C50_S7000/CREATEORDER_V1_C1_F4_P5_C50_S7000_1788144543629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1576.8935741281575,1389.6592000152143,0,PASS
CREATEORDER_V1_C1_F4_P5_C50_S7001,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C50_S7001/CREATEORDER_V1_C1_F4_P5_C50_S7001_1788378484063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555.089540378288,1355.887888159835,0,PASS
CREATEORDER_V1_C1_F4_P5_C50_S7002,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C50_S7002/CREATEORDER_V1_C1_F4_P5_C50_S7002_1788381981553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1711.0288293988438,1499.381344472231,0,PASS
CREATEORDER_V1_C1_F4_P5_C50_S7003,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C50_S7003/CREATEORDER_V1_C1_F4_P5_C50_S7003_1788386451204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.3131830954417,1540.6668363211925,0,PASS
CREATEORDER_V1_C1_F4_P5_C50_S7004,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C50_S7004/CREATEORDER_V1_C1_F4_P5_C50_S7004_1788390193917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1503.8029941437321,1325.0445598447718,0,PASS
CREATEORDER_V1_C1_F4_P5_C50_S7005,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C50_S7005/CREATEORDER_V1_C1_F4_P5_C50_S7005_1788393913487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.7372174886211,1420.5927737170232,0,PASS
CREATEORDER_V1_C1_F4_P5_C50_S7006,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C50_S7006/CREATEORDER_V1_C1_F4_P5_C50_S7006_1788401809418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574.0341763575586,1359.1152043055101,0,PASS
CREATEORDER_V1_C1_F4_P5_C50_S7007,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C50_S7007/CREATEORDER_V1_C1_F4_P5_C50_S7007_1788405273016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779.4053636231736,1560.0850701753068,0,PASS
CREATEORDER_V1_C1_F4_P5_C50_S7008,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C50_S7008/CREATEORDER_V1_C1_F4_P5_C50_S7008_1788410644198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1672.6149726792125,1477.5996938483147,0,PASS
CREATEORDER_V1_C1_F4_P5_C50_S7009,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F4_P5_C50_S7009/CREATEORDER_V1_C1_F4_P5_C50_S7009_1788415402199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.311077548028,1297.8543294739766,0,PASS
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7000,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7000/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7000_1788592151878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.304226979146,768.7595817635145,0,PASS
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7001,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7001/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7001_1788592484444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.7752264795838,650.7252803636871,0,PASS
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7002,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7002/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7002_1788592836341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.1678321353338,724.3843429783454,0,PASS
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7003,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7003/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7003_1788593166820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.6002823240384,666.5223116394933,0,PASS
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7004,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7004/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7004_1788593523637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718.5299661469116,650.7977350094355,0,PASS
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7005,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7005/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7005_1788593887326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.9850468754076,705.2084172781294,0,PASS
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7006,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7006/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7006_1788594244015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.7670152653844,610.642426142663,0,PASS
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7007,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7007/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7007_1788594613127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.858044277083,687.1664437005396,0,PASS
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7008,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7008/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7008_1788594956594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.159897562705,651.2248241207122,0,PASS
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7009,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7009/CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7009_1788595324312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.5245338462673,647.97408761155,0,PASS
CREATEORDER_V1_C1_F5_P0_C50_FAN2_S7000,/Users/nischithacn/paper3-exactly-once/results/phase6/runs/CREATEORDER_V1_C1_F5_P0_C50_FAN2_S7000/CREATEORDER_V1_C1_F5_P0_C50_FAN2_S7000_1788592114747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.6939756972764,667.8778785436662,0,PASS
