experiment_id,metric,observed_value,group_distribution_context,possible_infrastructure_note
CREATEORDER_V1_C1_F0_P0_C50_S7003,throughput,1312.261209782727,"('group_a_baseline', 'F0', 'V1', 50);Q1=1610.9389034441558;Q3=1711.1210400250914;IQR=100.18213658093555",
CREATEORDER_V1_C1_F2_P10_C50_S7004,P95,16.547,"('group_e_safe_controls', 'F2', 'V1', 50);Q1=41.722;Q3=49.046;IQR=7.323999999999998",
CREATEORDER_V1_C1_F2_P10_C50_S7009,P95,13.726,"('group_e_safe_controls', 'F2', 'V1', 50);Q1=41.722;Q3=49.046;IQR=7.323999999999998",
CREATEORDER_V1_C1_F2_P10_C50_S7004,P99,36.233,"('group_e_safe_controls', 'F2', 'V1', 50);Q1=51.948;Q3=58.84;IQR=6.892000000000003",
CREATEORDER_V1_C1_F2_P10_C50_S7009,P99,16.295,"('group_e_safe_controls', 'F2', 'V1', 50);Q1=51.948;Q3=58.84;IQR=6.892000000000003",
CREATEORDER_V1_C1_F3_P1_C10_S7004,P99,11.016,"('group_b_ambiguous', 'F3', 'V1', 10);Q1=26.720000000000002;Q3=36.164;IQR=9.443999999999999",
CREATEORDER_V1_C1_F3_P1_C10_S7008,P99,10.563,"('group_b_ambiguous', 'F3', 'V1', 10);Q1=26.720000000000002;Q3=36.164;IQR=9.443999999999999",
CREATEORDER_V1_C1_F3_P20_C10_S7000,P99,53.842,"('group_b_ambiguous', 'F3', 'V1', 10);Q1=26.720000000000002;Q3=36.164;IQR=9.443999999999999",
CREATEORDER_V1_C1_F3_P1_C50_S7004,P95,13.475,"('group_b_ambiguous', 'F3', 'V1', 50);Q1=31.592000000000006;Q3=43.295;IQR=11.702999999999996",
CREATEORDER_V1_C1_F4_P10_C10_S7002,P95,15.345,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=9.575;Q3=11.154;IQR=1.5790000000000006",
CREATEORDER_V1_C1_F4_P10_C10_S7007,P95,15.364,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=9.575;Q3=11.154;IQR=1.5790000000000006",
CREATEORDER_V1_C1_F4_P1_C10_S7005,P95,14.873,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=9.575;Q3=11.154;IQR=1.5790000000000006",
CREATEORDER_V1_C1_F4_P20_C10_S7003,P95,14.617,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=9.575;Q3=11.154;IQR=1.5790000000000006",
CREATEORDER_V1_C1_F4_P20_C10_S7008,P95,15.559,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=9.575;Q3=11.154;IQR=1.5790000000000006",
CREATEORDER_V1_C1_F4_P5_C10_S7001,P95,14.961,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=9.575;Q3=11.154;IQR=1.5790000000000006",
CREATEORDER_V1_C1_F4_P5_C10_S7006,P95,15.635,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=9.575;Q3=11.154;IQR=1.5790000000000006",
CREATEORDER_V1_C1_F4_P10_C10_S7002,P99,19.913,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=10.908;Q3=12.49;IQR=1.5820000000000007",
CREATEORDER_V1_C1_F4_P10_C10_S7007,P99,19.43,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=10.908;Q3=12.49;IQR=1.5820000000000007",
CREATEORDER_V1_C1_F4_P1_C10_S7005,P99,19.014,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=10.908;Q3=12.49;IQR=1.5820000000000007",
CREATEORDER_V1_C1_F4_P20_C10_S7003,P99,18.316,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=10.908;Q3=12.49;IQR=1.5820000000000007",
CREATEORDER_V1_C1_F4_P20_C10_S7008,P99,19.233,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=10.908;Q3=12.49;IQR=1.5820000000000007",
CREATEORDER_V1_C1_F4_P5_C10_S7001,P99,18.84,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=10.908;Q3=12.49;IQR=1.5820000000000007",
CREATEORDER_V1_C1_F4_P5_C10_S7006,P99,19.327,"('group_b_ambiguous', 'F4', 'V1', 10);Q1=10.908;Q3=12.49;IQR=1.5820000000000007",
CREATEORDER_V1_C1_F4_P1_C50_S7001,P95,13.015,"('group_b_ambiguous', 'F4', 'V1', 50);Q1=45.276;Q3=49.526;IQR=4.25",
CREATEORDER_V1_C1_F4_P1_C50_S7007,P95,33.001,"('group_b_ambiguous', 'F4', 'V1', 50);Q1=45.276;Q3=49.526;IQR=4.25",
CREATEORDER_V1_C1_F4_P20_C50_S7009,P95,26.832,"('group_b_ambiguous', 'F4', 'V1', 50);Q1=45.276;Q3=49.526;IQR=4.25",
CREATEORDER_V1_C1_F4_P1_C50_S7001,P99,15.672,"('group_b_ambiguous', 'F4', 'V1', 50);Q1=53.998;Q3=60.828;IQR=6.830000000000005",
CREATEORDER_V1_C1_F4_P1_C50_S7007,P99,42.098,"('group_b_ambiguous', 'F4', 'V1', 50);Q1=53.998;Q3=60.828;IQR=6.830000000000005",
CREATEORDER_V1_C1_F4_P20_C50_S7009,P99,41.391,"('group_b_ambiguous', 'F4', 'V1', 50);Q1=53.998;Q3=60.828;IQR=6.830000000000005",
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7002,P95,39.387,"('group_c_duplicates', 'F5', 'V1', 50);Q1=78.968;Q3=94.34299999999999;IQR=15.374999999999986",
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7009,P95,38.471,"('group_c_duplicates', 'F5', 'V1', 50);Q1=78.968;Q3=94.34299999999999;IQR=15.374999999999986",
CREATEORDER_V1_C1_F5_P0_C50_FAN5_S7002,P95,140.04,"('group_c_duplicates', 'F5', 'V1', 50);Q1=78.968;Q3=94.34299999999999;IQR=15.374999999999986",
CREATEORDER_V1_C1_F5_P0_C50_FAN5_S7007,P95,150.052,"('group_c_duplicates', 'F5', 'V1', 50);Q1=78.968;Q3=94.34299999999999;IQR=15.374999999999986",
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7009,P99,44.998000000000005,"('group_c_duplicates', 'F5', 'V1', 50);Q1=93.099;Q3=109.054;IQR=15.954999999999998",
CREATEORDER_V1_C1_F5_P0_C50_FAN5_S7002,P99,178.78199999999998,"('group_c_duplicates', 'F5', 'V1', 50);Q1=93.099;Q3=109.054;IQR=15.954999999999998",
CREATEORDER_V1_C1_F5_P0_C50_FAN5_S7007,P99,187.95,"('group_c_duplicates', 'F5', 'V1', 50);Q1=93.099;Q3=109.054;IQR=15.954999999999998",
CREATEORDER_V1_C1_F5_P0_C50_FAN10_S7000,throughput,860.304226979146,"('group_c_duplicates', 'F5', 'V1', 50);Q1=715.5245338462673;Q3=772.2098255381511;IQR=56.685291691883776",
CREATEORDER_V1_C1_F5_P0_C50_FAN5_S7007,throughput,616.8965665487475,"('group_c_duplicates', 'F5', 'V1', 50);Q1=715.5245338462673;Q3=772.2098255381511;IQR=56.685291691883776",
CREATEORDER_V1_C1_F7_P10_C50_S7001,P95,17.918,"('group_e_safe_controls', 'F7', 'V1', 50);Q1=41.467;Q3=50.225;IQR=8.758000000000003",
CREATEORDER_V1_C1_F7_P10_C50_S7001,P99,36.055,"('group_e_safe_controls', 'F7', 'V1', 50);Q1=50.985;Q3=60.441;IQR=9.456000000000003",
CREATEORDER_V1_C1_F7_P10_C50_S7007,throughput,1417.7857765357032,"('group_e_safe_controls', 'F7', 'V1', 50);Q1=1539.6350008040833;Q3=1614.8146853401277;IQR=75.1796845360443",
CREATEORDER_V1_C1_F8_P1_C50_S7000,P95,11.694,"('group_b_ambiguous', 'F8', 'V1', 50);Q1=34.051;Q3=41.282;IQR=7.2309999999999945",
CREATEORDER_V1_C1_F9_P10_C10_S7001,P95,15.745,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=9.968;Q3=11.653;IQR=1.6850000000000005",
CREATEORDER_V1_C1_F9_P10_C10_S7006,P95,15.803,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=9.968;Q3=11.653;IQR=1.6850000000000005",
CREATEORDER_V1_C1_F9_P1_C10_S7004,P95,14.678,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=9.968;Q3=11.653;IQR=1.6850000000000005",
CREATEORDER_V1_C1_F9_P1_C10_S7009,P95,16.693,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=9.968;Q3=11.653;IQR=1.6850000000000005",
CREATEORDER_V1_C1_F9_P20_C10_S7002,P95,15.307,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=9.968;Q3=11.653;IQR=1.6850000000000005",
CREATEORDER_V1_C1_F9_P20_C10_S7007,P95,16.331,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=9.968;Q3=11.653;IQR=1.6850000000000005",
CREATEORDER_V1_C1_F9_P5_C10_S7000,P95,14.416,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=9.968;Q3=11.653;IQR=1.6850000000000005",
CREATEORDER_V1_C1_F9_P5_C10_S7005,P95,16.597,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=9.968;Q3=11.653;IQR=1.6850000000000005",
CREATEORDER_V1_C1_F9_P10_C10_S7001,P99,19.327,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=11.527;Q3=12.921;IQR=1.3940000000000001",
CREATEORDER_V1_C1_F9_P10_C10_S7006,P99,19.159,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=11.527;Q3=12.921;IQR=1.3940000000000001",
CREATEORDER_V1_C1_F9_P1_C10_S7004,P99,19.273,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=11.527;Q3=12.921;IQR=1.3940000000000001",
CREATEORDER_V1_C1_F9_P1_C10_S7009,P99,20.12,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=11.527;Q3=12.921;IQR=1.3940000000000001",
CREATEORDER_V1_C1_F9_P20_C10_S7002,P99,19.768,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=11.527;Q3=12.921;IQR=1.3940000000000001",
CREATEORDER_V1_C1_F9_P20_C10_S7007,P99,19.057,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=11.527;Q3=12.921;IQR=1.3940000000000001",
CREATEORDER_V1_C1_F9_P5_C10_S7000,P99,18.375,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=11.527;Q3=12.921;IQR=1.3940000000000001",
CREATEORDER_V1_C1_F9_P5_C10_S7005,P99,20.475,"('group_b_ambiguous', 'F9', 'V1', 10);Q1=11.527;Q3=12.921;IQR=1.3940000000000001",
CREATEORDER_V1_C1_F9_P1_C50_S7001,P95,24.587,"('group_b_ambiguous', 'F9', 'V1', 50);Q1=46.17;Q3=51.788;IQR=5.617999999999995",
CREATEORDER_V1_C1_F9_P20_C50_S7002,P95,32.714,"('group_b_ambiguous', 'F9', 'V1', 50);Q1=46.17;Q3=51.788;IQR=5.617999999999995",
CREATEORDER_V1_C1_F9_P20_C50_S7004,P95,28.003,"('group_b_ambiguous', 'F9', 'V1', 50);Q1=46.17;Q3=51.788;IQR=5.617999999999995",
CREATEORDER_V1_C1_F9_P20_C50_S7008,P95,14.82,"('group_b_ambiguous', 'F9', 'V1', 50);Q1=46.17;Q3=51.788;IQR=5.617999999999995",
CREATEORDER_V1_C1_F9_P1_C50_S7001,P99,42.922,"('group_b_ambiguous', 'F9', 'V1', 50);Q1=57.738;Q3=63.452;IQR=5.713999999999999",
CREATEORDER_V1_C1_F9_P20_C50_S7002,P99,44.366,"('group_b_ambiguous', 'F9', 'V1', 50);Q1=57.738;Q3=63.452;IQR=5.713999999999999",
CREATEORDER_V1_C1_F9_P20_C50_S7004,P99,45.321,"('group_b_ambiguous', 'F9', 'V1', 50);Q1=57.738;Q3=63.452;IQR=5.713999999999999",
CREATEORDER_V1_C1_F9_P20_C50_S7008,P99,32.038,"('group_b_ambiguous', 'F9', 'V1', 50);Q1=57.738;Q3=63.452;IQR=5.713999999999999",
CREATEORDER_V1_C1_F9_P1_C50_S7000,throughput,1750.627022554948,"('group_b_ambiguous', 'F9', 'V1', 50);Q1=1465.3683340224677;Q3=1558.5169938869242;IQR=93.14865986445648",
CREATEORDER_V1_C1_F9_P5_C50_S7002,throughput,1720.8718419223396,"('group_b_ambiguous', 'F9', 'V1', 50);Q1=1465.3683340224677;Q3=1558.5169938869242;IQR=93.14865986445648",
CREATEORDER_V2_C0_F3_P10_C50_CAP_S7005,P99,234.45800000000003,"('group_d_capability', 'F3', 'V2', 50);Q1=74.625;Q3=132.564;IQR=57.93899999999999",
CREATEORDER_V2_C0_F8_P10_C50_CAP_S7006,P95,32.402,"('group_d_capability', 'F8', 'V2', 50);Q1=19.703;Q3=23.479;IQR=3.776",
CREATEORDER_V2_C2_F8_P10_C50_CAP_S7007,P95,30.275,"('group_d_capability', 'F8', 'V2', 50);Q1=19.703;Q3=23.479;IQR=3.776",
CREATEORDER_V2_C1_F0_P0_C100_S7002,P95,196.021,"('group_a_baseline', 'F0', 'V2', 100);Q1=103.279;Q3=116.954;IQR=13.674999999999997",
CREATEORDER_V2_C1_F0_P0_C100_S7007,P95,211.481,"('group_a_baseline', 'F0', 'V2', 100);Q1=103.279;Q3=116.954;IQR=13.674999999999997",
CREATEORDER_V2_C1_F0_P0_C100_S7008,P95,73.641,"('group_a_baseline', 'F0', 'V2', 100);Q1=103.279;Q3=116.954;IQR=13.674999999999997",
CREATEORDER_V2_C1_F0_P0_C100_S7009,P95,65.373,"('group_a_baseline', 'F0', 'V2', 100);Q1=103.279;Q3=116.954;IQR=13.674999999999997",
CREATEORDER_V2_C1_F0_P0_C100_S7002,P99,243.214,"('group_a_baseline', 'F0', 'V2', 100);Q1=125.68;Q3=141.119;IQR=15.438999999999993",
CREATEORDER_V2_C1_F0_P0_C100_S7007,P99,274.375,"('group_a_baseline', 'F0', 'V2', 100);Q1=125.68;Q3=141.119;IQR=15.438999999999993",
CREATEORDER_V2_C1_F0_P0_C10_S7005,P95,18.018,"('group_a_baseline', 'F0', 'V2', 10);Q1=11.845;Q3=13.242;IQR=1.3970000000000002",
CREATEORDER_V2_C1_F0_P0_C10_S7005,throughput,853.8941009050112,"('group_a_baseline', 'F0', 'V2', 10);Q1=985.0877357386709;Q3=1052.7999914858399;IQR=67.71225574716902",
CREATEORDER_V2_C1_F0_P0_C1_S7000,P95,12.842,"('group_a_baseline', 'F0', 'V2', 1);Q1=8.262;Q3=9.045;IQR=0.7829999999999995",
CREATEORDER_V2_C1_F0_P0_C1_S7000,P99,14.263,"('group_a_baseline', 'F0', 'V2', 1);Q1=9.284;Q3=11.159;IQR=1.875",
CREATEORDER_V2_C1_F0_P0_C1_S7000,throughput,105.13297427385062,"('group_a_baseline', 'F0', 'V2', 1);Q1=131.5156004764621;Q3=143.63017066537492;IQR=12.114570188912808",
CREATEORDER_V2_C1_F0_P0_C50_S7000,P95,37.906,"('group_a_baseline', 'F0', 'V2', 50);Q1=53.394;Q3=56.435;IQR=3.041000000000004",
CREATEORDER_V2_C1_F0_P0_C50_S7003,P95,62.263,"('group_a_baseline', 'F0', 'V2', 50);Q1=53.394;Q3=56.435;IQR=3.041000000000004",
CREATEORDER_V2_C1_F0_P0_C50_S7000,P99,48.171,"('group_a_baseline', 'F0', 'V2', 50);Q1=64.572;Q3=70.004;IQR=5.432000000000002",
CREATEORDER_V2_C1_F0_P0_C50_S7001,P99,93.036,"('group_a_baseline', 'F0', 'V2', 50);Q1=64.572;Q3=70.004;IQR=5.432000000000002",
CREATEORDER_V2_C1_F0_P0_C50_S7003,P99,81.802,"('group_a_baseline', 'F0', 'V2', 50);Q1=64.572;Q3=70.004;IQR=5.432000000000002",
CREATEORDER_V2_C1_F0_P0_C50_S7001,throughput,38.164108273358146,"('group_a_baseline', 'F0', 'V2', 50);Q1=1299.3622341066043;Q3=1401.9231159396966;IQR=102.56088183309225",
CREATEORDER_V2_C1_F1_P10_C50_S7006,P95,112.376,"('group_e_safe_controls', 'F1', 'V2', 50);Q1=60.010999999999996;Q3=79.094;IQR=19.083",
CREATEORDER_V2_C1_F1_P10_C50_S7001,P99,149.29,"('group_e_safe_controls', 'F1', 'V2', 50);Q1=87.508;Q3=104.946;IQR=17.438000000000002",
CREATEORDER_V2_C1_F1_P10_C50_S7006,P99,192.722,"('group_e_safe_controls', 'F1', 'V2', 50);Q1=87.508;Q3=104.946;IQR=17.438000000000002",
CREATEORDER_V2_C1_F1_P10_C50_S7006,throughput,739.8032202566511,"('group_e_safe_controls', 'F1', 'V2', 50);Q1=909.6552472145129;Q3=1003.3493747557892;IQR=93.69412754127632",
CREATEORDER_V2_C1_F2_P10_C50_S7004,P95,111.05600000000001,"('group_e_safe_controls', 'F2', 'V2', 50);Q1=60.653000000000006;Q3=78.874;IQR=18.22099999999999",
CREATEORDER_V2_C1_F2_P10_C50_S7009,P95,119.137,"('group_e_safe_controls', 'F2', 'V2', 50);Q1=60.653000000000006;Q3=78.874;IQR=18.22099999999999",
CREATEORDER_V2_C1_F2_P10_C50_S7004,P99,201.783,"('group_e_safe_controls', 'F2', 'V2', 50);Q1=85.76899999999999;Q3=100.743;IQR=14.974000000000004",
CREATEORDER_V2_C1_F2_P10_C50_S7009,P99,199.32500000000002,"('group_e_safe_controls', 'F2', 'V2', 50);Q1=85.76899999999999;Q3=100.743;IQR=14.974000000000004",
CREATEORDER_V2_C1_F3_P20_C10_S7000,P99,38.834,"('group_b_ambiguous', 'F3', 'V2', 10);Q1=21.695;Q3=28.298000000000002;IQR=6.6030000000000015",
CREATEORDER_V2_C1_F4_P1_C10_S7000,P99,2006.308,"('group_b_ambiguous', 'F4', 'V2', 10);Q1=2014.57;Q3=2017.73;IQR=3.160000000000082",
CREATEORDER_V2_C1_F4_P1_C10_S7001,P99,2004.153,"('group_b_ambiguous', 'F4', 'V2', 10);Q1=2014.57;Q3=2017.73;IQR=3.160000000000082",
CREATEORDER_V2_C1_F4_P1_C10_S7002,P99,2005.773,"('group_b_ambiguous', 'F4', 'V2', 10);Q1=2014.57;Q3=2017.73;IQR=3.160000000000082",
CREATEORDER_V2_C1_F4_P1_C10_S7003,P99,2005.75,"('group_b_ambiguous', 'F4', 'V2', 10);Q1=2014.57;Q3=2017.73;IQR=3.160000000000082",
CREATEORDER_V2_C1_F4_P1_C10_S7004,P99,15.978,"('group_b_ambiguous', 'F4', 'V2', 10);Q1=2014.57;Q3=2017.73;IQR=3.160000000000082",
CREATEORDER_V2_C1_F4_P1_C10_S7005,P99,12.96,"('group_b_ambiguous', 'F4', 'V2', 10);Q1=2014.57;Q3=2017.73;IQR=3.160000000000082",
CREATEORDER_V2_C1_F4_P1_C10_S7006,P99,2005.0030000000002,"('group_b_ambiguous', 'F4', 'V2', 10);Q1=2014.57;Q3=2017.73;IQR=3.160000000000082",
CREATEORDER_V2_C1_F4_P1_C10_S7007,P99,13.269,"('group_b_ambiguous', 'F4', 'V2', 10);Q1=2014.57;Q3=2017.73;IQR=3.160000000000082",
CREATEORDER_V2_C1_F4_P1_C10_S7008,P99,2005.364,"('group_b_ambiguous', 'F4', 'V2', 10);Q1=2014.57;Q3=2017.73;IQR=3.160000000000082",
CREATEORDER_V2_C1_F4_P1_C10_S7009,P99,2005.611,"('group_b_ambiguous', 'F4', 'V2', 10);Q1=2014.57;Q3=2017.73;IQR=3.160000000000082",
CREATEORDER_V2_C1_F5_P0_C50_FAN10_S7002,P95,47.833,"('group_c_duplicates', 'F5', 'V2', 50);Q1=95.987;Q3=109.343;IQR=13.356000000000009",
CREATEORDER_V2_C1_F5_P0_C50_FAN10_S7004,P95,147.47500000000002,"('group_c_duplicates', 'F5', 'V2', 50);Q1=95.987;Q3=109.343;IQR=13.356000000000009",
CREATEORDER_V2_C1_F5_P0_C50_FAN10_S7009,P95,149.383,"('group_c_duplicates', 'F5', 'V2', 50);Q1=95.987;Q3=109.343;IQR=13.356000000000009",
CREATEORDER_V2_C1_F5_P0_C50_FAN2_S7003,P95,149.922,"('group_c_duplicates', 'F5', 'V2', 50);Q1=95.987;Q3=109.343;IQR=13.356000000000009",
CREATEORDER_V2_C1_F5_P0_C50_FAN2_S7008,P95,152.704,"('group_c_duplicates', 'F5', 'V2', 50);Q1=95.987;Q3=109.343;IQR=13.356000000000009",
CREATEORDER_V2_C1_F5_P0_C50_FAN10_S7002,P99,78.815,"('group_c_duplicates', 'F5', 'V2', 50);Q1=112.429;Q3=124.195;IQR=11.765999999999991",
CREATEORDER_V2_C1_F5_P0_C50_FAN10_S7004,P99,184.52800000000002,"('group_c_duplicates', 'F5', 'V2', 50);Q1=112.429;Q3=124.195;IQR=11.765999999999991",
CREATEORDER_V2_C1_F5_P0_C50_FAN10_S7009,P99,181.96699999999998,"('group_c_duplicates', 'F5', 'V2', 50);Q1=112.429;Q3=124.195;IQR=11.765999999999991",
CREATEORDER_V2_C1_F5_P0_C50_FAN2_S7003,P99,181.18200000000002,"('group_c_duplicates', 'F5', 'V2', 50);Q1=112.429;Q3=124.195;IQR=11.765999999999991",
CREATEORDER_V2_C1_F5_P0_C50_FAN2_S7008,P99,183.648,"('group_c_duplicates', 'F5', 'V2', 50);Q1=112.429;Q3=124.195;IQR=11.765999999999991",
CREATEORDER_V2_C1_F5_P0_C50_FAN10_S7004,throughput,547.9302878351101,"('group_c_duplicates', 'F5', 'V2', 50);Q1=637.8933439939273;Q3=691.6934234551907;IQR=53.80007946126341",
CREATEORDER_V2_C1_F5_P0_C50_FAN10_S7009,throughput,538.201048766694,"('group_c_duplicates', 'F5', 'V2', 50);Q1=637.8933439939273;Q3=691.6934234551907;IQR=53.80007946126341",
CREATEORDER_V2_C1_F5_P0_C50_FAN2_S7008,throughput,542.7128291947471,"('group_c_duplicates', 'F5', 'V2', 50);Q1=637.8933439939273;Q3=691.6934234551907;IQR=53.80007946126341",
CREATEORDER_V2_C1_F6_P0_C50_FAN10_S7000,P95,17113.931,"('group_c_duplicates', 'F6', 'V2', 50);Q1=41.253;Q3=175.42899999999997;IQR=134.176",
CREATEORDER_V2_C1_F6_P0_C50_FAN10_S7000,P99,20129.066999999995,"('group_c_duplicates', 'F6', 'V2', 50);Q1=57.057;Q3=246.596;IQR=189.539",
CREATEORDER_V2_C1_F6_P0_C50_FAN10_S7001,P99,15733.886,"('group_c_duplicates', 'F6', 'V2', 50);Q1=57.057;Q3=246.596;IQR=189.539",
CREATEORDER_V2_C1_F6_P0_C50_FAN2_S7006,P99,1235.347,"('group_c_duplicates', 'F6', 'V2', 50);Q1=57.057;Q3=246.596;IQR=189.539",
CREATEORDER_V2_C1_F6_P0_C50_FAN5_S7000,P99,8848.550000000001,"('group_c_duplicates', 'F6', 'V2', 50);Q1=57.057;Q3=246.596;IQR=189.539",
CREATEORDER_V2_C1_F6_P0_C50_FAN5_S7001,P99,5742.852000000001,"('group_c_duplicates', 'F6', 'V2', 50);Q1=57.057;Q3=246.596;IQR=189.539",
CREATEORDER_V2_C1_F7_P10_C50_S7002,P99,189.05700000000002,"('group_e_safe_controls', 'F7', 'V2', 50);Q1=85.858;Q3=111.874;IQR=26.01599999999999",
CREATEORDER_V2_C1_F7_P10_C50_S7007,P99,206.464,"('group_e_safe_controls', 'F7', 'V2', 50);Q1=85.858;Q3=111.874;IQR=26.01599999999999",
CREATEORDER_V2_C1_F7_P10_C50_S7007,throughput,677.4616025909655,"('group_e_safe_controls', 'F7', 'V2', 50);Q1=826.7225128429839;Q3=914.8318191390364;IQR=88.10930629605252",
CREATEORDER_V2_C1_F8_P1_C50_S7002,P95,80.117,"('group_b_ambiguous', 'F8', 'V2', 50);Q1=21.597;Q3=28.656000000000002;IQR=7.059000000000001",
CREATEORDER_V2_C1_F8_P1_C50_S7003,P95,44.695,"('group_b_ambiguous', 'F8', 'V2', 50);Q1=21.597;Q3=28.656000000000002;IQR=7.059000000000001",
CREATEORDER_V2_C1_F8_P1_C50_S7004,P95,48.216,"('group_b_ambiguous', 'F8', 'V2', 50);Q1=21.597;Q3=28.656000000000002;IQR=7.059000000000001",
CREATEORDER_V2_C1_F8_P1_C50_S7005,P95,43.676,"('group_b_ambiguous', 'F8', 'V2', 50);Q1=21.597;Q3=28.656000000000002;IQR=7.059000000000001",
CREATEORDER_V2_C1_F8_P1_C50_S7006,P95,43.994,"('group_b_ambiguous', 'F8', 'V2', 50);Q1=21.597;Q3=28.656000000000002;IQR=7.059000000000001",
CREATEORDER_V2_C1_F8_P1_C50_S7007,P95,44.702,"('group_b_ambiguous', 'F8', 'V2', 50);Q1=21.597;Q3=28.656000000000002;IQR=7.059000000000001",
CREATEORDER_V2_C1_F8_P1_C50_S7002,P99,111.796,"('group_b_ambiguous', 'F8', 'V2', 50);Q1=27.093999999999998;Q3=46.999;IQR=19.905000000000005",
CREATEORDER_V2_C1_F8_P1_C50_S7005,P99,77.47800000000001,"('group_b_ambiguous', 'F8', 'V2', 50);Q1=27.093999999999998;Q3=46.999;IQR=19.905000000000005",
CREATEORDER_V2_C1_F9_P5_C10_S7004,P95,22.81,"('group_b_ambiguous', 'F9', 'V2', 10);Q1=12.753;Q3=16.742;IQR=3.9890000000000008",
CREATEORDER_V2_C1_F9_P5_C10_S7004,P99,28.335,"('group_b_ambiguous', 'F9', 'V2', 10);Q1=14.633;Q3=19.801000000000002;IQR=5.168000000000003",
CREATEORDER_V2_C1_F9_P10_C50_S7004,P95,35.567,"('group_b_ambiguous', 'F9', 'V2', 50);Q1=57.728;Q3=72.375;IQR=14.646999999999998",
CREATEORDER_V2_C1_F9_P20_C50_S7004,P95,95.753,"('group_b_ambiguous', 'F9', 'V2', 50);Q1=57.728;Q3=72.375;IQR=14.646999999999998",
CREATEORDER_V2_C1_F9_P20_C50_S7008,P95,30.367,"('group_b_ambiguous', 'F9', 'V2', 50);Q1=57.728;Q3=72.375;IQR=14.646999999999998",
CREATEORDER_V2_C1_F9_P20_C50_S7004,P99,121.78800000000001,"('group_b_ambiguous', 'F9', 'V2', 50);Q1=75.965;Q3=93.292;IQR=17.326999999999998",
CREATEORDER_V2_C1_F9_P20_C50_S7008,P99,36.174,"('group_b_ambiguous', 'F9', 'V2', 50);Q1=75.965;Q3=93.292;IQR=17.326999999999998",
CREATEORDER_V2_C1_F9_P10_C50_S7004,throughput,868.5351367404694,"('group_b_ambiguous', 'F9', 'V2', 50);Q1=1079.214106040256;Q3=1212.063451459727;IQR=132.8493454194711",
CREATEORDER_V2_C1_F9_P5_C50_S7004,throughput,869.61876346189,"('group_b_ambiguous', 'F9', 'V2', 50);Q1=1079.214106040256;Q3=1212.063451459727;IQR=132.8493454194711",
CREATEORDER_V3_C1_F0_P0_C100_S7001,P99,219.411,"('group_a_baseline', 'F0', 'V3', 100);Q1=64.722;Q3=121.221;IQR=56.49900000000001",
CREATEORDER_V3_C1_F0_P0_C100_S7006,P99,235.005,"('group_a_baseline', 'F0', 'V3', 100);Q1=64.722;Q3=121.221;IQR=56.49900000000001",
CREATEORDER_V3_C1_F0_P0_C100_S7000,throughput,1807.718778996451,"('group_a_baseline', 'F0', 'V3', 100);Q1=1630.685773414478;Q3=1678.1606068147428;IQR=47.47483340026474",
CREATEORDER_V3_C1_F0_P0_C100_S7001,throughput,1120.4132866042128,"('group_a_baseline', 'F0', 'V3', 100);Q1=1630.685773414478;Q3=1678.1606068147428;IQR=47.47483340026474",
CREATEORDER_V3_C1_F0_P0_C100_S7006,throughput,1050.1302715616816,"('group_a_baseline', 'F0', 'V3', 100);Q1=1630.685773414478;Q3=1678.1606068147428;IQR=47.47483340026474",
CREATEORDER_V3_C1_F0_P0_C10_S7004,P95,15.179,"('group_a_baseline', 'F0', 'V3', 10);Q1=9.35;Q3=10.445;IQR=1.0950000000000006",
CREATEORDER_V3_C1_F0_P0_C10_S7009,P95,14.596,"('group_a_baseline', 'F0', 'V3', 10);Q1=9.35;Q3=10.445;IQR=1.0950000000000006",
