experiment_id,metric,observed_value,group_distribution_context,possible_infrastructure_note
CREATEORDER_V3_C1_F0_P0_C10_S7000,throughput,1587.6717780642664,"('group_a_baseline', 'F0', 'V3', 10);Q1=1337.986065409825;Q3=1431.1507545940995;IQR=93.1646891842745",
CREATEORDER_V3_C1_F0_P0_C10_S7004,throughput,1080.432943490343,"('group_a_baseline', 'F0', 'V3', 10);Q1=1337.986065409825;Q3=1431.1507545940995;IQR=93.1646891842745",
CREATEORDER_V3_C1_F0_P0_C10_S7009,throughput,1066.2951056025959,"('group_a_baseline', 'F0', 'V3', 10);Q1=1337.986065409825;Q3=1431.1507545940995;IQR=93.1646891842745",
CREATEORDER_V3_C1_F0_P0_C1_S7000,P95,10.961,"('group_a_baseline', 'F0', 'V3', 1);Q1=6.832;Q3=7.944;IQR=1.112",
CREATEORDER_V3_C1_F0_P0_C50_S7000,throughput,1832.7740660553989,"('group_a_baseline', 'F0', 'V3', 50);Q1=1634.0721344196127;Q3=1677.7034808024073;IQR=43.63134638279462",
CREATEORDER_V3_C1_F0_P0_C50_S7009,throughput,1568.5350002528023,"('group_a_baseline', 'F0', 'V3', 50);Q1=1634.0721344196127;Q3=1677.7034808024073;IQR=43.63134638279462",
CREATEORDER_V3_C1_F1_P10_C50_S7008,P95,12.527,"('group_e_safe_controls', 'F1', 'V3', 50);Q1=37.566;Q3=46.019;IQR=8.452999999999996",
CREATEORDER_V3_C1_F1_P10_C50_S7008,P99,14.459,"('group_e_safe_controls', 'F1', 'V3', 50);Q1=50.874;Q3=56.604;IQR=5.729999999999997",
CREATEORDER_V3_C1_F2_P10_C50_S7007,P95,22.136,"('group_e_safe_controls', 'F2', 'V3', 50);Q1=40.577;Q3=47.908;IQR=7.331000000000003",
CREATEORDER_V3_C1_F2_P10_C50_S7007,P99,39.08,"('group_e_safe_controls', 'F2', 'V3', 50);Q1=51.788;Q3=58.234;IQR=6.446000000000005",
CREATEORDER_V3_C1_F3_P1_C10_S7000,P99,13.388,"('group_b_ambiguous', 'F3', 'V3', 10);Q1=28.282999999999998;Q3=36.375;IQR=8.092000000000002",
CREATEORDER_V3_C1_F3_P1_C10_S7001,P99,11.539,"('group_b_ambiguous', 'F3', 'V3', 10);Q1=28.282999999999998;Q3=36.375;IQR=8.092000000000002",
CREATEORDER_V3_C1_F3_P1_C10_S7006,P99,12.482,"('group_b_ambiguous', 'F3', 'V3', 10);Q1=28.282999999999998;Q3=36.375;IQR=8.092000000000002",
CREATEORDER_V3_C1_F3_P1_C10_S7007,P99,12.077,"('group_b_ambiguous', 'F3', 'V3', 10);Q1=28.282999999999998;Q3=36.375;IQR=8.092000000000002",
CREATEORDER_V3_C1_F3_P20_C10_S7000,P99,52.634,"('group_b_ambiguous', 'F3', 'V3', 10);Q1=28.282999999999998;Q3=36.375;IQR=8.092000000000002",
CREATEORDER_V3_C1_F3_P10_C50_CAP_S7007,P95,118.391,"('group_d_capability', 'F3', 'V3', 50);Q1=56.991;Q3=75.456;IQR=18.465000000000003",
CREATEORDER_V3_C2_F3_P10_C50_CAP_S7006,P95,132.76600000000002,"('group_d_capability', 'F3', 'V3', 50);Q1=56.991;Q3=75.456;IQR=18.465000000000003",
CREATEORDER_V3_C1_F3_P10_C50_CAP_S7007,P99,246.083,"('group_d_capability', 'F3', 'V3', 50);Q1=77.431;Q3=127.13900000000001;IQR=49.70800000000001",
CREATEORDER_V3_C2_F3_P10_C50_CAP_S7006,P99,288.338,"('group_d_capability', 'F3', 'V3', 50);Q1=77.431;Q3=127.13900000000001;IQR=49.70800000000001",
CREATEORDER_V3_C1_F3_P10_C50_CAP_S7007,throughput,678.0751027397664,"('group_d_capability', 'F3', 'V3', 50);Q1=916.7203530651866;Q3=1006.4060033693681;IQR=89.68565030418154",
CREATEORDER_V3_C2_F3_P10_C50_CAP_S7006,throughput,650.5000934735314,"('group_d_capability', 'F3', 'V3', 50);Q1=916.7203530651866;Q3=1006.4060033693681;IQR=89.68565030418154",
CREATEORDER_V3_C1_F4_P10_C10_S7000,P95,17.194,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=9.333;Q3=11.061;IQR=1.7279999999999998",
CREATEORDER_V3_C1_F4_P10_C10_S7005,P95,15.041,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=9.333;Q3=11.061;IQR=1.7279999999999998",
CREATEORDER_V3_C1_F4_P1_C10_S7003,P95,14.484,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=9.333;Q3=11.061;IQR=1.7279999999999998",
CREATEORDER_V3_C1_F4_P1_C10_S7008,P95,14.795,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=9.333;Q3=11.061;IQR=1.7279999999999998",
CREATEORDER_V3_C1_F4_P20_C10_S7001,P95,15.569,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=9.333;Q3=11.061;IQR=1.7279999999999998",
CREATEORDER_V3_C1_F4_P20_C10_S7006,P95,15.302,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=9.333;Q3=11.061;IQR=1.7279999999999998",
CREATEORDER_V3_C1_F4_P5_C10_S7004,P95,15.64,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=9.333;Q3=11.061;IQR=1.7279999999999998",
CREATEORDER_V3_C1_F4_P5_C10_S7009,P95,14.908,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=9.333;Q3=11.061;IQR=1.7279999999999998",
CREATEORDER_V3_C1_F4_P10_C10_S7000,P99,27.868,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=10.506;Q3=12.75;IQR=2.2439999999999998",
CREATEORDER_V3_C1_F4_P10_C10_S7005,P99,18.693,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=10.506;Q3=12.75;IQR=2.2439999999999998",
CREATEORDER_V3_C1_F4_P1_C10_S7003,P99,18.077,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=10.506;Q3=12.75;IQR=2.2439999999999998",
CREATEORDER_V3_C1_F4_P1_C10_S7008,P99,19.543,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=10.506;Q3=12.75;IQR=2.2439999999999998",
CREATEORDER_V3_C1_F4_P20_C10_S7001,P99,19.399,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=10.506;Q3=12.75;IQR=2.2439999999999998",
CREATEORDER_V3_C1_F4_P20_C10_S7006,P99,19.005,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=10.506;Q3=12.75;IQR=2.2439999999999998",
CREATEORDER_V3_C1_F4_P5_C10_S7004,P99,19.129,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=10.506;Q3=12.75;IQR=2.2439999999999998",
CREATEORDER_V3_C1_F4_P5_C10_S7009,P99,18.586,"('group_b_ambiguous', 'F4', 'V3', 10);Q1=10.506;Q3=12.75;IQR=2.2439999999999998",
CREATEORDER_V3_C1_F4_P1_C50_S7000,P95,28.676,"('group_b_ambiguous', 'F4', 'V3', 50);Q1=40.774;Q3=48.6;IQR=7.8260000000000005",
CREATEORDER_V3_C1_F4_P1_C50_S7009,P95,13.722,"('group_b_ambiguous', 'F4', 'V3', 50);Q1=40.774;Q3=48.6;IQR=7.8260000000000005",
CREATEORDER_V3_C1_F4_P20_C50_S7008,P95,20.021,"('group_b_ambiguous', 'F4', 'V3', 50);Q1=40.774;Q3=48.6;IQR=7.8260000000000005",
CREATEORDER_V3_C1_F4_P5_C50_S7000,P95,11.77,"('group_b_ambiguous', 'F4', 'V3', 50);Q1=40.774;Q3=48.6;IQR=7.8260000000000005",
CREATEORDER_V3_C1_F4_P5_C50_S7003,P95,14.509,"('group_b_ambiguous', 'F4', 'V3', 50);Q1=40.774;Q3=48.6;IQR=7.8260000000000005",
CREATEORDER_V3_C1_F4_P1_C50_S7009,P99,29.885,"('group_b_ambiguous', 'F4', 'V3', 50);Q1=51.572;Q3=60.086;IQR=8.513999999999996",
CREATEORDER_V3_C1_F4_P5_C50_S7000,P99,13.981,"('group_b_ambiguous', 'F4', 'V3', 50);Q1=51.572;Q3=60.086;IQR=8.513999999999996",
CREATEORDER_V3_C1_F4_P5_C50_S7003,P99,32.79,"('group_b_ambiguous', 'F4', 'V3', 50);Q1=51.572;Q3=60.086;IQR=8.513999999999996",
CREATEORDER_V3_C1_F4_P1_C50_S7000,throughput,1848.1190648789943,"('group_b_ambiguous', 'F4', 'V3', 50);Q1=1558.3293260223734;Q3=1659.0003779746917;IQR=100.6710519523183",
CREATEORDER_V3_C1_F5_P0_C50_FAN10_S7005,P95,66.45,"('group_c_duplicates', 'F5', 'V3', 50);Q1=85.44800000000001;Q3=92.682;IQR=7.233999999999995",
CREATEORDER_V3_C1_F5_P0_C50_FAN10_S7009,P95,56.17,"('group_c_duplicates', 'F5', 'V3', 50);Q1=85.44800000000001;Q3=92.682;IQR=7.233999999999995",
CREATEORDER_V3_C1_F5_P0_C50_FAN2_S7000,P95,70.243,"('group_c_duplicates', 'F5', 'V3', 50);Q1=85.44800000000001;Q3=92.682;IQR=7.233999999999995",
CREATEORDER_V3_C1_F5_P0_C50_FAN5_S7000,P95,129.961,"('group_c_duplicates', 'F5', 'V3', 50);Q1=85.44800000000001;Q3=92.682;IQR=7.233999999999995",
CREATEORDER_V3_C1_F5_P0_C50_FAN5_S7005,P95,148.326,"('group_c_duplicates', 'F5', 'V3', 50);Q1=85.44800000000001;Q3=92.682;IQR=7.233999999999995",
CREATEORDER_V3_C1_F5_P0_C50_FAN10_S7005,P99,82.89,"('group_c_duplicates', 'F5', 'V3', 50);Q1=99.078;Q3=106.598;IQR=7.519999999999996",
CREATEORDER_V3_C1_F5_P0_C50_FAN10_S7009,P99,80.378,"('group_c_duplicates', 'F5', 'V3', 50);Q1=99.078;Q3=106.598;IQR=7.519999999999996",
CREATEORDER_V3_C1_F5_P0_C50_FAN2_S7000,P99,86.913,"('group_c_duplicates', 'F5', 'V3', 50);Q1=99.078;Q3=106.598;IQR=7.519999999999996",
CREATEORDER_V3_C1_F5_P0_C50_FAN5_S7000,P99,171.403,"('group_c_duplicates', 'F5', 'V3', 50);Q1=99.078;Q3=106.598;IQR=7.519999999999996",
CREATEORDER_V3_C1_F5_P0_C50_FAN5_S7005,P99,185.20499999999998,"('group_c_duplicates', 'F5', 'V3', 50);Q1=99.078;Q3=106.598;IQR=7.519999999999996",
CREATEORDER_V3_C1_F5_P0_C50_FAN5_S7005,throughput,616.9481252924646,"('group_c_duplicates', 'F5', 'V3', 50);Q1=723.4621609797417;Q3=775.0471244943873;IQR=51.58496351464555",
CREATEORDER_V3_C1_F6_P0_C50_FAN5_S7008,P99,1217.956,"('group_c_duplicates', 'F6', 'V3', 50);Q1=68.739;Q3=281.295;IQR=212.556",
CREATEORDER_V3_C1_F7_P10_C50_S7003,P95,38.302,"('group_e_safe_controls', 'F7', 'V3', 50);Q1=45.252;Q3=48.43;IQR=3.1779999999999973",
CREATEORDER_V3_C1_F7_P10_C50_S7008,P95,53.302,"('group_e_safe_controls', 'F7', 'V3', 50);Q1=45.252;Q3=48.43;IQR=3.1779999999999973",
CREATEORDER_V3_C1_F7_P10_C50_S7008,P99,64.642,"('group_e_safe_controls', 'F7', 'V3', 50);Q1=54.934;Q3=57.996;IQR=3.0620000000000047",
CREATEORDER_V3_C1_F8_P1_C50_S7001,P95,78.63,"('group_b_ambiguous', 'F8', 'V3', 50);Q1=31.352;Q3=41.917;IQR=10.565000000000001",
CREATEORDER_V3_C1_F8_P5_C50_S7002,P95,77.647,"('group_b_ambiguous', 'F8', 'V3', 50);Q1=31.352;Q3=41.917;IQR=10.565000000000001",
CREATEORDER_V3_C1_F8_P5_C50_S7002,P99,195.723,"('group_b_ambiguous', 'F8', 'V3', 50);Q1=44.38;Q3=87.53899999999999;IQR=43.158999999999985",
CREATEORDER_V3_C1_F9_P10_C10_S7004,P95,19.311,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=10.208;Q3=12.156;IQR=1.9480000000000004",
CREATEORDER_V3_C1_F9_P1_C10_S7002,P95,15.824,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=10.208;Q3=12.156;IQR=1.9480000000000004",
CREATEORDER_V3_C1_F9_P1_C10_S7007,P95,16.59,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=10.208;Q3=12.156;IQR=1.9480000000000004",
CREATEORDER_V3_C1_F9_P20_C10_S7005,P95,16.019,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=10.208;Q3=12.156;IQR=1.9480000000000004",
CREATEORDER_V3_C1_F9_P5_C10_S7003,P95,16.933,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=10.208;Q3=12.156;IQR=1.9480000000000004",
CREATEORDER_V3_C1_F9_P5_C10_S7008,P95,16.781,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=10.208;Q3=12.156;IQR=1.9480000000000004",
CREATEORDER_V3_C1_F9_P10_C10_S7004,P99,22.359,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=11.335;Q3=13.422;IQR=2.0869999999999997",
CREATEORDER_V3_C1_F9_P10_C10_S7009,P99,18.816,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=11.335;Q3=13.422;IQR=2.0869999999999997",
CREATEORDER_V3_C1_F9_P1_C10_S7002,P99,19.837,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=11.335;Q3=13.422;IQR=2.0869999999999997",
CREATEORDER_V3_C1_F9_P1_C10_S7007,P99,20.046,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=11.335;Q3=13.422;IQR=2.0869999999999997",
CREATEORDER_V3_C1_F9_P20_C10_S7000,P99,18.567,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=11.335;Q3=13.422;IQR=2.0869999999999997",
CREATEORDER_V3_C1_F9_P20_C10_S7005,P99,19.409,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=11.335;Q3=13.422;IQR=2.0869999999999997",
CREATEORDER_V3_C1_F9_P5_C10_S7003,P99,20.391,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=11.335;Q3=13.422;IQR=2.0869999999999997",
CREATEORDER_V3_C1_F9_P5_C10_S7008,P99,20.937,"('group_b_ambiguous', 'F9', 'V3', 10);Q1=11.335;Q3=13.422;IQR=2.0869999999999997",
CREATEORDER_V3_C1_F9_P10_C50_S7005,P95,14.77,"('group_b_ambiguous', 'F9', 'V3', 50);Q1=41.573;Q3=51.295;IQR=9.722000000000001",
CREATEORDER_V3_C1_F9_P20_C50_S7003,P95,14.811,"('group_b_ambiguous', 'F9', 'V3', 50);Q1=41.573;Q3=51.295;IQR=9.722000000000001",
CREATEORDER_V3_C1_F9_P5_C50_S7003,P95,15.334,"('group_b_ambiguous', 'F9', 'V3', 50);Q1=41.573;Q3=51.295;IQR=9.722000000000001",
CREATEORDER_V3_C1_F9_P5_C50_S7006,P95,15.318,"('group_b_ambiguous', 'F9', 'V3', 50);Q1=41.573;Q3=51.295;IQR=9.722000000000001",
CREATEORDER_V3_C1_F9_P10_C50_S7005,P99,17.648,"('group_b_ambiguous', 'F9', 'V3', 50);Q1=52.432;Q3=62.638;IQR=10.205999999999996",
CREATEORDER_V3_C1_F9_P20_C50_S7003,P99,17.698,"('group_b_ambiguous', 'F9', 'V3', 50);Q1=52.432;Q3=62.638;IQR=10.205999999999996",
CREATEORDER_V3_C1_F9_P5_C50_S7003,P99,20.129,"('group_b_ambiguous', 'F9', 'V3', 50);Q1=52.432;Q3=62.638;IQR=10.205999999999996",
CREATEORDER_V3_C1_F9_P5_C50_S7004,P99,78.151,"('group_b_ambiguous', 'F9', 'V3', 50);Q1=52.432;Q3=62.638;IQR=10.205999999999996",
CREATEORDER_V3_C1_F9_P5_C50_S7006,P99,25.327,"('group_b_ambiguous', 'F9', 'V3', 50);Q1=52.432;Q3=62.638;IQR=10.205999999999996",
CREATEORDER_V3_C1_F9_P10_C50_S7004,throughput,1083.8158384612316,"('group_b_ambiguous', 'F9', 'V3', 50);Q1=1417.9596694425875;Q3=1585.890364690158;IQR=167.9306952475706",
CREATEORDER_V3_C1_F9_P20_C50_S7004,throughput,1162.2473019265,"('group_b_ambiguous', 'F9', 'V3', 50);Q1=1417.9596694425875;Q3=1585.890364690158;IQR=167.9306952475706",
CREATEORDER_V3_C1_F9_P5_C50_S7004,throughput,1129.322593681276,"('group_b_ambiguous', 'F9', 'V3', 50);Q1=1417.9596694425875;Q3=1585.890364690158;IQR=167.9306952475706",
CREATEORDER_V4_C0_F3_P10_C50_CAP_S7005,P95,145.594,"('group_d_capability', 'F3', 'V4', 50);Q1=58.544999999999995;Q3=89.358;IQR=30.81300000000001",
CREATEORDER_V4_C0_F3_P10_C50_CAP_S7005,P99,209.30800000000002,"('group_d_capability', 'F3', 'V4', 50);Q1=82.343;Q3=130.346;IQR=48.003",
CREATEORDER_V4_C1_F0_P0_C100_S7003,P95,143.978,"('group_a_baseline', 'F0', 'V4', 100);Q1=108.037;Q3=121.815;IQR=13.777999999999992",
CREATEORDER_V4_C1_F0_P0_C100_S7005,P95,189.407,"('group_a_baseline', 'F0', 'V4', 100);Q1=108.037;Q3=121.815;IQR=13.777999999999992",
CREATEORDER_V4_C1_F0_P0_C100_S7003,P99,214.232,"('group_a_baseline', 'F0', 'V4', 100);Q1=136.093;Q3=150.688;IQR=14.594999999999999",
CREATEORDER_V4_C1_F0_P0_C100_S7005,P99,235.733,"('group_a_baseline', 'F0', 'V4', 100);Q1=136.093;Q3=150.688;IQR=14.594999999999999",
CREATEORDER_V4_C1_F0_P0_C100_S7000,throughput,1476.5557092359259,"('group_a_baseline', 'F0', 'V4', 100);Q1=1329.257661185688;Q3=1346.9328797553576;IQR=17.675218569669596",
CREATEORDER_V4_C1_F0_P0_C100_S7003,throughput,1227.8727761898006,"('group_a_baseline', 'F0', 'V4', 100);Q1=1329.257661185688;Q3=1346.9328797553576;IQR=17.675218569669596",
CREATEORDER_V4_C1_F0_P0_C100_S7005,throughput,963.9985065311681,"('group_a_baseline', 'F0', 'V4', 100);Q1=1329.257661185688;Q3=1346.9328797553576;IQR=17.675218569669596",
CREATEORDER_V4_C1_F0_P0_C10_S7003,P95,18.234,"('group_a_baseline', 'F0', 'V4', 10);Q1=11.982;Q3=13.861;IQR=1.8790000000000013",
CREATEORDER_V4_C1_F0_P0_C10_S7008,P95,18.281,"('group_a_baseline', 'F0', 'V4', 10);Q1=11.982;Q3=13.861;IQR=1.8790000000000013",
CREATEORDER_V4_C1_F0_P0_C10_S7003,P99,23.277,"('group_a_baseline', 'F0', 'V4', 10);Q1=13.223;Q3=16.185;IQR=2.961999999999998",
CREATEORDER_V4_C1_F0_P0_C10_S7008,P99,23.328,"('group_a_baseline', 'F0', 'V4', 10);Q1=13.223;Q3=16.185;IQR=2.961999999999998",
CREATEORDER_V4_C1_F0_P0_C1_S7000,P95,12.119,"('group_a_baseline', 'F0', 'V4', 1);Q1=8.349;Q3=9.524;IQR=1.174999999999999",
CREATEORDER_V4_C1_F0_P0_C50_S7005,P95,31.82,"('group_a_baseline', 'F0', 'V4', 50);Q1=49.887;Q3=53.779;IQR=3.892000000000003",
CREATEORDER_V4_C1_F0_P0_C50_S7005,P99,46.044,"('group_a_baseline', 'F0', 'V4', 50);Q1=60.751;Q3=65.381;IQR=4.630000000000003",
CREATEORDER_V4_C1_F0_P0_C50_S7000,throughput,1481.703646341208,"('group_a_baseline', 'F0', 'V4', 50);Q1=1326.4254996781422;Q3=1385.9741519024635;IQR=59.54865222432136",
CREATEORDER_V4_C1_F1_P10_C50_S7007,P95,111.73400000000001,"('group_e_safe_controls', 'F1', 'V4', 50);Q1=57.388000000000005;Q3=71.04299999999999;IQR=13.654999999999987",
CREATEORDER_V4_C1_F1_P10_C50_S7002,P99,159.324,"('group_e_safe_controls', 'F1', 'V4', 50);Q1=82.589;Q3=96.461;IQR=13.872",
CREATEORDER_V4_C1_F1_P10_C50_S7007,P99,210.24699999999999,"('group_e_safe_controls', 'F1', 'V4', 50);Q1=82.589;Q3=96.461;IQR=13.872",
CREATEORDER_V4_C1_F1_P10_C50_S7002,throughput,773.1132827289887,"('group_e_safe_controls', 'F1', 'V4', 50);Q1=956.4133550594145;Q3=1014.1436429142296;IQR=57.730287854815174",
CREATEORDER_V4_C1_F1_P10_C50_S7007,throughput,724.4969308706599,"('group_e_safe_controls', 'F1', 'V4', 50);Q1=956.4133550594145;Q3=1014.1436429142296;IQR=57.730287854815174",
CREATEORDER_V4_C1_F2_P10_C50_S7005,P95,123.138,"('group_e_safe_controls', 'F2', 'V4', 50);Q1=59.805;Q3=78.10300000000001;IQR=18.29800000000001",
CREATEORDER_V4_C1_F2_P10_C50_S7000,P99,173.614,"('group_e_safe_controls', 'F2', 'V4', 50);Q1=83.239;Q3=107.343;IQR=24.104",
CREATEORDER_V4_C1_F2_P10_C50_S7005,P99,193.209,"('group_e_safe_controls', 'F2', 'V4', 50);Q1=83.239;Q3=107.343;IQR=24.104",
CREATEORDER_V4_C1_F2_P10_C50_S7005,throughput,681.3168409429722,"('group_e_safe_controls', 'F2', 'V4', 50);Q1=829.636421081294;Q3=910.098071257033;IQR=80.46165017573901",
CREATEORDER_V4_C1_F4_P1_C10_S7000,P99,2007.8329999999999,"('group_b_ambiguous', 'F4', 'V4', 10);Q1=2014.56;Q3=2017.6390000000001;IQR=3.0790000000001783",
CREATEORDER_V4_C1_F4_P1_C10_S7001,P99,16.599,"('group_b_ambiguous', 'F4', 'V4', 10);Q1=2014.56;Q3=2017.6390000000001;IQR=3.0790000000001783",
CREATEORDER_V4_C1_F4_P1_C10_S7002,P99,2007.0140000000001,"('group_b_ambiguous', 'F4', 'V4', 10);Q1=2014.56;Q3=2017.6390000000001;IQR=3.0790000000001783",
CREATEORDER_V4_C1_F4_P1_C10_S7003,P99,2004.014,"('group_b_ambiguous', 'F4', 'V4', 10);Q1=2014.56;Q3=2017.6390000000001;IQR=3.0790000000001783",
CREATEORDER_V4_C1_F4_P1_C10_S7004,P99,2004.894,"('group_b_ambiguous', 'F4', 'V4', 10);Q1=2014.56;Q3=2017.6390000000001;IQR=3.0790000000001783",
CREATEORDER_V4_C1_F4_P1_C10_S7005,P99,2006.074,"('group_b_ambiguous', 'F4', 'V4', 10);Q1=2014.56;Q3=2017.6390000000001;IQR=3.0790000000001783",
CREATEORDER_V4_C1_F4_P1_C10_S7006,P99,2004.374,"('group_b_ambiguous', 'F4', 'V4', 10);Q1=2014.56;Q3=2017.6390000000001;IQR=3.0790000000001783",
CREATEORDER_V4_C1_F4_P1_C10_S7007,P99,2005.163,"('group_b_ambiguous', 'F4', 'V4', 10);Q1=2014.56;Q3=2017.6390000000001;IQR=3.0790000000001783",
CREATEORDER_V4_C1_F4_P1_C10_S7008,P99,2005.032,"('group_b_ambiguous', 'F4', 'V4', 10);Q1=2014.56;Q3=2017.6390000000001;IQR=3.0790000000001783",
CREATEORDER_V4_C1_F4_P1_C10_S7009,P99,16.539,"('group_b_ambiguous', 'F4', 'V4', 10);Q1=2014.56;Q3=2017.6390000000001;IQR=3.0790000000001783",
CREATEORDER_V4_C1_F5_P0_C50_FAN10_S7002,P95,155.063,"('group_c_duplicates', 'F5', 'V4', 50);Q1=96.702;Q3=106.91;IQR=10.207999999999998",
CREATEORDER_V4_C1_F5_P0_C50_FAN10_S7004,P95,50.161,"('group_c_duplicates', 'F5', 'V4', 50);Q1=96.702;Q3=106.91;IQR=10.207999999999998",
CREATEORDER_V4_C1_F5_P0_C50_FAN10_S7007,P95,154.81400000000002,"('group_c_duplicates', 'F5', 'V4', 50);Q1=96.702;Q3=106.91;IQR=10.207999999999998",
CREATEORDER_V4_C1_F5_P0_C50_FAN2_S7001,P95,143.81799999999998,"('group_c_duplicates', 'F5', 'V4', 50);Q1=96.702;Q3=106.91;IQR=10.207999999999998",
CREATEORDER_V4_C1_F5_P0_C50_FAN2_S7006,P95,153.718,"('group_c_duplicates', 'F5', 'V4', 50);Q1=96.702;Q3=106.91;IQR=10.207999999999998",
CREATEORDER_V4_C1_F5_P0_C50_FAN10_S7002,P99,191.591,"('group_c_duplicates', 'F5', 'V4', 50);Q1=112.372;Q3=124.328;IQR=11.956000000000003",
CREATEORDER_V4_C1_F5_P0_C50_FAN10_S7004,P99,83.434,"('group_c_duplicates', 'F5', 'V4', 50);Q1=112.372;Q3=124.328;IQR=11.956000000000003",
CREATEORDER_V4_C1_F5_P0_C50_FAN10_S7007,P99,187.226,"('group_c_duplicates', 'F5', 'V4', 50);Q1=112.372;Q3=124.328;IQR=11.956000000000003",
CREATEORDER_V4_C1_F5_P0_C50_FAN2_S7001,P99,173.873,"('group_c_duplicates', 'F5', 'V4', 50);Q1=112.372;Q3=124.328;IQR=11.956000000000003",
CREATEORDER_V4_C1_F5_P0_C50_FAN2_S7006,P99,187.035,"('group_c_duplicates', 'F5', 'V4', 50);Q1=112.372;Q3=124.328;IQR=11.956000000000003",
CREATEORDER_V4_C1_F5_P0_C50_FAN10_S7002,throughput,551.5734418620738,"('group_c_duplicates', 'F5', 'V4', 50);Q1=634.3610245376775;Q3=675.6378882701252;IQR=41.27686373244774",
CREATEORDER_V4_C1_F5_P0_C50_FAN10_S7007,throughput,533.8777456386756,"('group_c_duplicates', 'F5', 'V4', 50);Q1=634.3610245376775;Q3=675.6378882701252;IQR=41.27686373244774",
CREATEORDER_V4_C1_F5_P0_C50_FAN2_S7006,throughput,538.3947915093414,"('group_c_duplicates', 'F5', 'V4', 50);Q1=634.3610245376775;Q3=675.6378882701252;IQR=41.27686373244774",
CREATEORDER_V4_C1_F6_P0_C50_FAN10_S7000,P95,20053.303000000004,"('group_c_duplicates', 'F6', 'V4', 50);Q1=41.602000000000004;Q3=175.024;IQR=133.422",
CREATEORDER_V4_C1_F6_P0_C50_FAN10_S7006,P95,4175.195,"('group_c_duplicates', 'F6', 'V4', 50);Q1=41.602000000000004;Q3=175.024;IQR=133.422",
CREATEORDER_V4_C1_F6_P0_C50_FAN10_S7000,P99,20104.191000000003,"('group_c_duplicates', 'F6', 'V4', 50);Q1=55.484;Q3=248.946;IQR=193.462",
CREATEORDER_V4_C1_F6_P0_C50_FAN10_S7006,P99,20105.366999999995,"('group_c_duplicates', 'F6', 'V4', 50);Q1=55.484;Q3=248.946;IQR=193.462",
CREATEORDER_V4_C1_F6_P0_C50_FAN5_S7000,P99,8224.305,"('group_c_duplicates', 'F6', 'V4', 50);Q1=55.484;Q3=248.946;IQR=193.462",
CREATEORDER_V4_C1_F7_P10_C50_S7003,P95,108.678,"('group_e_safe_controls', 'F7', 'V4', 50);Q1=65.649;Q3=80.61099999999999;IQR=14.961999999999989",
CREATEORDER_V4_C1_F7_P10_C50_S7008,P95,121.78299999999999,"('group_e_safe_controls', 'F7', 'V4', 50);Q1=65.649;Q3=80.61099999999999;IQR=14.961999999999989",
CREATEORDER_V4_C1_F7_P10_C50_S7003,P99,179.315,"('group_e_safe_controls', 'F7', 'V4', 50);Q1=84.634;Q3=110.078;IQR=25.444000000000003",
CREATEORDER_V4_C1_F7_P10_C50_S7008,P99,192.59300000000002,"('group_e_safe_controls', 'F7', 'V4', 50);Q1=84.634;Q3=110.078;IQR=25.444000000000003",
CREATEORDER_V4_C1_F7_P10_C50_S7003,throughput,693.617078558364,"('group_e_safe_controls', 'F7', 'V4', 50);Q1=840.1252557198789;Q3=901.1741056484524;IQR=61.04884992857353",
CREATEORDER_V4_C1_F7_P10_C50_S7008,throughput,660.3619320909331,"('group_e_safe_controls', 'F7', 'V4', 50);Q1=840.1252557198789;Q3=901.1741056484524;IQR=61.04884992857353",
CREATEORDER_V4_C1_F8_P1_C50_S7000,P95,37.905,"('group_b_ambiguous', 'F8', 'V4', 50);Q1=22.471;Q3=28.197;IQR=5.725999999999999",
